z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,true_label_encoded,true_label_name
1.2863892,0.41732132,3.7574916,1.908852,-0.68504345,0.77127415,0.8924273,0.010537878,-0.33957306,-0.45412552,2,country
0.5337018,-0.9528357,3.5139756,2.8117013,-1.1357707,1.23999,1.1911254,0.34961462,-0.4592099,-0.1299248,2,country
0.33753616,-0.96134615,3.41639,2.3181,-0.6758334,1.1157826,1.5418292,0.6835306,-0.48485547,-0.11806067,2,country
0.3397431,-0.9316356,3.336253,1.9873636,-1.151451,1.8967,1.0116276,0.4022823,-0.60845006,-0.1500862,2,country
-1.8037422,-2.0462816,-1.9090114,1.0528547,-0.16761304,0.47605115,0.33426508,-0.11148088,1.5178983,0.9223381,2,country
-1.2258646,-0.056097656,-2.1400545,0.515634,-0.49327192,-0.7329925,0.5794145,-0.16330172,0.6205097,2.2239213,2,country
-0.85773444,-0.21392937,-1.458601,0.6426112,-0.29577044,-0.4513775,0.33642778,-1.22764,1.531404,1.1274211,2,country
0.16349581,0.67822343,-1.5957382,-0.087304175,-0.15191016,-1.8097116,0.40243506,-1.5317689,3.2718403,1.3271428,2,country
0.61054784,-0.17108624,-3.5418112,-0.57283974,-0.55612785,-1.8636527,-0.43876487,0.8832623,2.4803512,1.3136219,2,country
0.653784,0.95355916,-1.6750596,0.9047585,-0.45246157,-1.3739094,0.051079623,-2.593835,3.5413399,0.85226893,2,country
0.85752213,-1.1641681,-2.050964,1.2994732,-0.21196112,-1.7461369,-0.15517737,-0.22696939,3.9624636,-0.3510464,2,country
-0.48835135,-1.4625528,-0.774837,2.1578872,-0.5602665,-0.8079772,0.1513507,-1.2251985,2.6174521,0.5289439,2,country
-1.3154188,-1.3034729,-1.0371393,2.3404176,0.19277857,-1.0008447,1.0300171,-1.0428704,2.5860543,0.4863281,2,country
-1.9509248,-1.0105387,-0.49365017,1.910667,0.011520948,0.25753888,0.6940271,-1.1023302,1.3585656,0.59354925,2,country
0.474252,-2.877162,0.46479475,4.3476257,-1.0821785,-3.546836,0.9279119,1.1688302,3.7718604,1.3044813,2,country
-0.055742975,-2.3668292,-0.04960275,3.23771,-1.1055664,-1.0807188,0.9211178,-1.1785074,3.0424948,1.0257969,2,country
-0.102509566,-2.6116834,0.9714873,4.2294316,-1.6533874,-1.32589,1.3984994,-0.4370622,2.4852626,1.9748775,2,country
0.3441485,-2.9951081,1.3874774,4.035997,-1.9866898,-0.10125605,1.0270283,-0.6821494,2.167338,1.475363,2,country
2.855355,-1.0587617,0.25610104,2.689997,-2.187189,-1.1246197,0.105745904,-1.7686284,4.1236534,0.7861333,2,country
-0.93215203,-0.89375967,-0.4949481,2.030906,-0.559804,-0.8744772,0.49152726,-1.4402864,2.057753,1.2948765,2,country
1.8795892,-1.1259819,-0.55904424,3.4611912,-1.5896615,-2.8531249,-0.12723012,-1.001917,4.1606703,0.9105759,2,country
2.793522,-1.3610252,-1.6465015,1.8654056,-1.6021042,-1.9654868,-0.83999246,1.0800117,3.4006844,0.20794336,2,country
-0.5086629,-0.5967895,-1.0400438,3.8059518,-1.056275,-2.2273903,1.0275586,-1.8662665,2.743757,1.9521558,2,country
0.8842309,1.1627383,-0.46819875,2.7943985,-1.8457378,-0.984405,0.7729679,-1.7882355,0.8370916,2.6082509,2,country
0.13193172,0.5051702,-0.1742107,2.9815226,-2.6654162,0.48147142,1.2680619,-1.8383429,-0.108547956,3.1481247,2,country
-0.095823616,0.62804997,-0.6711602,1.8316884,-2.2432773,0.52853984,0.87075496,-1.6303084,-0.3008178,2.8163464,2,country
1.4981652,1.4404712,-1.6937025,1.4827011,-4.021145,0.8274196,-0.11099884,-1.3356043,-0.6981117,4.0044436,2,country
-1.2567383,-1.5509317,-0.9436729,1.7365208,-2.267181,1.2947654,1.3838079,-0.30601263,-0.48490888,2.939011,2,country
0.50017506,0.17352036,-1.5646787,1.9346069,-2.64112,0.15929538,0.8850593,-1.1395512,0.0484603,3.206757,2,country
0.75982434,1.0213407,-2.320988,0.7915426,-2.2351696,-0.053742327,0.027094074,-0.9266224,0.14868578,2.9348009,2,country
-0.064196706,0.38978696,-0.22244462,3.1882734,-2.057479,-1.0608902,0.6001322,-1.5580869,0.7516722,3.007122,2,country
-0.59518,0.35920846,0.19495313,1.9547482,-2.7001,2.4682815,1.0748037,-2.5514576,-0.3383768,2.809798,2,country
-0.4322145,-1.953276,0.18508531,2.9060144,-2.7734797,1.4963193,0.7704063,-1.512592,1.1035479,2.2924192,2,country
0.9764897,0.08295475,-0.28516808,2.699821,-2.3461816,-1.4489939,-0.11621678,-1.4650201,1.7991995,2.6502578,2,country
-1.89178,-1.556121,-0.9324316,0.48889694,0.8850052,0.8950052,0.35455552,-1.0376873,2.1393802,-0.91743934,2,country
-0.79760194,-1.0507113,-1.1719813,1.2501708,1.0882754,-0.6143842,0.67242473,-1.5923531,3.4484627,-1.3500751,2,country
-1.2884978,-1.3164017,-1.109823,0.6259927,0.86994743,0.7045623,0.15208256,-1.5836955,2.9502518,-1.4465338,2,country
-1.3777273,-1.7158875,-1.4781176,1.0132962,1.0060074,0.01246918,0.686552,-1.1955687,3.0567033,-1.1889886,2,country
-1.0113147,-0.9379107,-1.2914904,0.7923317,1.0673093,-0.13424075,0.41723305,-1.1962631,3.170599,-1.5374256,2,country
-1.2975885,-0.9969096,-1.2523354,1.578635,1.3897958,-0.6040432,1.1374521,-1.291787,3.150822,-1.5182091,2,country
-1.9450501,-1.5151705,-1.0158501,0.7889763,1.1765761,0.6200063,0.5600541,-1.3262625,2.6558442,-1.3791124,2,country
-2.22412,-1.6095881,0.1795649,0.7582869,1.2647375,1.1889554,0.50265646,-1.1061842,2.4047399,-1.7925591,2,country
-1.1733907,-0.79570377,-1.0317903,0.273764,1.7922747,0.1653155,0.4450524,-1.4074558,3.576698,-2.4757428,2,country
-1.1669734,-0.9016299,-1.9370892,0.10964744,1.7999375,-0.08800136,0.3604544,-1.0415331,3.3015676,-2.2504206,2,country
-1.1854291,-1.2912707,-0.7589675,2.9583476,-0.30394778,-2.426498,0.7760113,-0.9039798,2.8892236,1.1724385,2,country
-0.7866655,-1.9407521,-0.9362753,1.9224854,-1.1262652,0.15293834,0.7120148,-1.755371,2.2347503,1.1816819,2,country
-1.8710359,-2.1403573,-0.759806,1.3407036,-0.89072394,1.822536,0.57535756,-1.4454944,1.0630592,0.68120366,2,country
-1.6700996,-1.9418803,-1.1273867,1.3974831,-0.52021074,0.5495465,0.66342306,-1.147975,1.5358367,1.0044965,2,country
1.436742,0.38817012,-1.6442419,-0.24451844,-0.22338957,-0.5604487,-0.0727593,-1.1152933,2.9560168,-0.3017354,2,country
1.7076541,0.41948175,-1.1937071,0.20389217,-0.41236869,-0.24343953,0.16459826,-2.16872,3.6000555,-0.7522114,2,country
-1.0398846,-2.6733634,0.22619954,2.4734495,-1.363422,0.8340609,0.33806163,-0.9186085,1.9226764,0.88229024,2,country
-1.0883963,-2.8581214,-1.8017192,1.749101,-0.5217508,-0.29168096,1.1023475,-0.22495118,2.2059371,0.85575104,2,country
-0.5828915,-1.8826145,-0.688239,2.8837233,-0.7418611,-1.379631,0.64297235,-1.0054104,2.7921584,0.87038136,2,country
-1.214576,-1.8312277,-0.22414453,2.112974,-0.83029294,0.17656912,0.1636529,-2.0351396,2.6375554,0.5735544,2,country
-1.020414,-0.8728332,-0.9863666,0.27644175,0.9030761,0.7620619,0.38481608,-2.103559,3.1154485,-1.3567469,2,country
-1.1811477,0.08198974,-0.5974834,-0.10026547,-0.29387727,1.9870044,0.41909587,-2.4125667,1.1253095,0.09641039,2,country
-1.1836581,-0.36792988,-0.8574125,0.49415195,1.002237,0.9446926,0.7581361,-2.34197,2.2953439,-1.139998,2,country
-1.6574874,-1.0996736,-0.41405988,0.76825255,0.9255208,1.1974393,0.77791566,-1.9611413,2.5788198,-1.4524925,2,country
-1.4003494,-0.98209333,-1.326664,0.7482987,0.9788181,0.7312596,0.6214575,-1.94546,2.7239377,-1.3352497,2,country
-1.542086,-0.70723015,-0.3319452,1.5140196,0.6851678,0.4844255,0.9566932,-2.6354067,2.8075995,-0.7099081,2,country
-1.62538,-0.5718578,-1.1305661,0.09031792,0.20441683,1.3440804,0.40705466,-1.9857316,1.6785144,0.028817005,2,country
-1.0265025,-1.270996,-1.0501907,0.009802867,0.8443129,1.0471818,0.18921897,-1.6646647,2.8527195,-1.520265,2,country
-1.6849684,-0.80268794,-0.30233127,0.30846915,0.32017565,1.7022564,0.3959698,-2.269325,1.8219509,-0.50202656,2,country
-1.8096485,-0.27982247,-0.72819275,-0.7486691,0.36157754,2.666513,0.2692896,-2.486697,1.5401235,-0.9583616,2,country
-1.2375873,-2.7761707,-1.111453,2.3789864,-1.3744175,-0.81704086,1.3886408,-0.07998909,1.8776373,2.1110883,2,country
-1.4267119,-2.0803945,0.29473847,1.4210039,-1.3938318,1.6782546,0.40168488,-0.71120566,0.6855817,1.2201875,2,country
-0.042719327,0.72314346,-2.5656998,-0.52924144,-1.4522004,1.0717201,0.9549192,-1.5623984,0.18449186,2.5909956,2,country
0.21766031,0.9351614,-0.34141642,-0.5933133,0.7742538,-0.2129255,0.47842765,-2.474318,3.4931374,-1.1138788,2,country
-2.1371186,-2.0486872,0.705069,1.2914155,1.0012846,1.0556239,1.0404733,-1.4502687,2.7308376,-1.505607,2,country
-0.6487598,-1.6453817,-2.2824452,1.7157067,-0.9247052,-0.29744077,1.3286052,-1.0010465,1.6356467,1.467748,2,country
-0.16849113,-2.4069114,-1.6178753,2.394871,-1.2425226,-1.1820215,0.8639544,-0.26753893,2.640118,1.4527313,2,country
-1.3860672,-1.846253,0.946786,1.7906092,-1.4067862,1.9825485,0.42562288,-1.6363075,1.0950143,0.77062696,2,country
-0.12574108,0.20047146,-2.595883,-0.5622385,-1.7807152,0.6087226,1.0749052,-0.99855584,0.46801254,2.867895,2,country
-0.55331033,-1.8593957,-0.8019518,1.0319028,-0.6134191,-0.08825175,0.679818,-1.1828126,2.6212354,0.77151436,2,country
4.6068797,0.30496907,-0.6090835,2.8074758,-2.25605,-3.1488323,-0.4341715,-0.006016776,4.0575433,0.7636859,2,country
0.13631684,-3.6160786,0.56010455,4.3524823,-1.8739105,-1.0061053,1.5716196,1.2757123,2.3599746,1.4822948,2,country
-1.263906,-1.4809235,0.71466917,2.822901,-0.07139088,-0.8429506,1.1209142,-1.1382096,2.3329563,0.56054825,2,country
1.1026876,-0.1973731,0.8319196,1.1907767,0.078258306,-0.17828768,0.19921905,-1.7528042,3.1284184,-1.2176945,2,country
0.11077166,-1.2996981,0.7304048,2.6865578,-0.34233853,-1.6295383,0.54966134,-0.68971723,3.0898185,0.27869353,2,country
0.24928719,-1.3346801,-0.8231686,2.743136,-1.874361,-0.18302003,0.40212512,-1.6895918,2.2081985,1.3545501,2,country
-0.037968326,-2.4233716,0.6839568,2.5545447,-0.7831662,-0.19230404,0.89441204,-1.1874732,2.9478061,0.15554199,2,country
-2.409666,-2.5430934,0.43018988,1.3090763,0.8589628,1.0530416,0.7413758,-0.91654056,2.57429,-1.3499473,2,country
-2.08003,-0.7280783,-1.212931,-0.30143702,1.7071629,0.45090464,1.2497822,-0.9055527,1.9500343,-1.0530869,2,country
-1.5805652,-0.57632065,-0.81510437,-0.20873825,1.3886306,0.5696069,0.7977661,-1.6982702,2.8905091,-1.4687716,2,country
-1.6045519,-0.6848108,-0.90968424,1.2944018,0.2820396,-0.62076867,1.6658423,-0.8527456,1.0594369,1.3141551,2,country
-1.5773149,-1.3421515,-1.7633368,0.5274404,0.63502604,-0.5111338,1.1300337,-0.46205592,2.0809553,0.38612914,2,country
-1.3224299,-0.22288765,-0.71342534,0.82176733,0.3262455,-0.44137168,1.5870674,-1.1428007,0.9801908,1.2291751,2,country
-0.9134515,-1.0653687,-1.0176303,0.895338,-0.5075493,0.3671333,1.0273933,-0.8704689,0.92639357,1.0800748,2,country
-1.9291695,-0.38264948,-1.2727381,0.5380241,0.6902147,-0.55278254,1.4489398,-1.0173602,1.3706516,0.93243116,2,country
-1.2200438,-0.09411438,-1.0220091,0.6570239,0.46501353,-0.7126321,1.2670822,-0.99358046,1.5462549,0.87232345,2,country
-2.5881267,-1.559291,-1.0258791,0.48886403,0.7943273,0.47800246,1.1109011,-0.8427681,1.8549037,0.13189703,2,country
-1.9252112,-0.79947674,-1.155157,-0.37346628,1.4928902,0.58050853,0.94699454,-1.1732826,2.3434083,-1.1510156,2,country
-0.8982087,0.35261917,-0.78707767,-0.48829305,1.5900687,-0.41342598,0.7828603,-1.1946731,2.8472743,-1.3048553,2,country
-2.6599588,-0.2879662,-0.3917205,1.566771,0.77642685,0.0010955483,1.6487247,-1.1302583,0.79492855,0.5887575,2,country
0.832536,0.5238985,-2.4786496,1.1454145,-2.3336167,-1.6299337,0.5095415,0.53949785,0.91113716,3.4523385,2,country
1.0340656,-1.6345466,-2.8435347,1.2279463,-3.7564702,-0.3509265,0.93850017,2.2672703,-0.11561012,4.6543727,2,country
0.8343093,-3.62666,-3.920299,2.4483325,-2.363982,-2.653721,1.7261082,4.2008395,1.7830181,3.2758634,2,country
5.6922913,2.2473605,-3.6687477,-0.68344426,-2.882296,-2.960523,-0.06484291,0.8048118,4.1384873,2.639836,2,country
0.45775235,-1.5357158,-1.2338626,1.7564275,-1.8425366,-0.60178983,1.3450053,0.83589685,0.8245212,2.4955006,2,country
-1.3204151,-1.2036572,-1.8020552,0.46688828,0.3763092,-1.0628364,0.76372516,-0.70916885,2.8088667,0.5103725,2,country
1.7122208,-1.8236437,-2.6383004,0.86145824,-4.2329774,0.7240269,0.6137411,0.5782256,1.1574864,3.621554,2,country
3.4208415,0.9898657,-2.4895782,1.4319167,-2.3478556,-3.429524,0.6218079,1.3949958,2.8652275,2.563945,2,country
1.3174595,1.0259161,-0.38466942,-1.1636282,-0.1402534,0.55368495,0.3352746,-1.8664887,2.6526845,-0.6667981,2,country
-0.30530527,1.3627688,-0.24747889,-1.802044,1.034715,0.50688887,0.60605055,-1.7131408,2.338058,-0.9347591,2,country
-0.18051082,-1.7631696,-0.2767144,3.8166068,-2.199071,-1.7537391,1.2393043,0.54367423,1.1959482,2.8613007,2,country
-1.4965432,0.39422804,-0.869038,-0.4156219,-0.5998904,0.92139995,1.1103864,-2.2776895,0.76629436,1.8635305,2,country
-0.8563385,-0.68911165,-2.1390367,0.10078783,-2.0426705,1.241718,1.1890414,-0.43128905,-0.56745183,2.9169989,2,country
-1.2515095,-1.4749728,-0.8894887,0.35947162,-2.2548237,3.3569639,1.4034146,-0.6704815,-0.959599,2.2069008,2,country
-0.18414173,-0.557672,-1.7994545,0.11456835,-0.015328657,-1.8033372,-0.09413044,-0.70015067,3.2191308,0.6092761,2,country
-1.2234854,-2.7188742,-1.7635027,0.37414208,0.7323233,-0.5735091,0.44902873,0.029337242,3.0472255,-0.55814266,2,country
-0.7894315,-0.5601762,-0.48556262,1.5474161,-2.2368507,1.5033144,1.337785,-1.2589427,-0.6561869,2.849754,2,country
-0.55746853,0.189699,-0.7808883,1.7915634,-1.8759383,-0.52364475,0.7985559,-1.1684484,0.20495519,2.9983926,2,country
-0.61947227,0.84303254,-1.5803934,-0.36554915,-0.92596495,0.18596484,1.3205225,-1.081288,-0.006067329,2.3768585,2,country
-0.9865356,-0.40101737,-1.4482619,0.09051798,-1.516657,1.6035427,1.6863022,-1.1620926,-0.5154446,2.4711752,2,country
-0.8329371,-2.151477,-0.6705976,2.2737222,-1.6928161,0.32175696,0.39545077,-0.8132317,1.6744843,1.8240689,2,country
-0.22777501,-2.221635,-2.055391,0.61557657,-1.0580301,-0.42388588,0.4043473,-0.28722352,2.7327285,1.2448142,2,country
-0.96161,-2.3666055,-1.2968563,1.3410739,-2.107146,1.2740535,0.752277,-0.501675,0.83817124,2.4360979,2,country
-0.39597026,-1.642249,-1.7386081,1.2901636,-2.3547564,0.525544,0.6004582,-0.110771164,0.6812492,2.60827,2,country
-0.8880178,-2.122661,-0.4092672,1.7945834,-1.9210314,0.9606211,1.0444337,-0.96362644,1.0901424,2.3250656,2,country
0.2218819,-2.6835384,0.64179724,4.1995544,-2.1638415,-1.5575839,0.8005618,0.5338951,2.441077,2.4265792,2,country
0.48847848,-0.40477288,-1.2161927,0.7965339,-0.52383524,0.07809286,0.49304003,-2.070248,2.6850748,0.08537169,2,country
-1.0864602,-1.28871,-1.141664,0.9446521,-0.72095245,0.21698627,0.41876215,-1.5917264,2.32728,1.0920848,2,country
-0.7605455,-2.6781578,-0.9665136,1.9919811,-1.9208437,0.6151536,1.1230105,-0.16040644,1.3727967,2.0594087,2,country
-0.5340891,-0.33698976,-1.1706308,-0.080399945,0.16270742,0.38077426,0.034868933,-2.1280437,3.1580656,-0.38734528,2,country
-1.1158237,-0.47515452,-1.8349751,1.0134958,0.6207089,-0.98965245,0.8118461,-1.3722006,2.5548055,0.34549743,2,country
-1.9374807,-1.4500761,-1.6738864,0.4113938,0.779082,0.124395505,0.23981172,-0.48424932,2.1568372,-0.20696661,2,country
-1.6087289,-1.1797299,-1.4543821,0.018837739,1.2441326,0.10787016,0.16826713,-0.6282687,2.915292,-1.2283021,2,country
-1.0188961,-0.52190447,-1.1498027,-0.19092819,1.0757561,-0.24278778,-0.03382282,-0.75011426,2.8063638,-1.0701383,2,country
-1.4157108,-0.9249083,-1.4580657,0.9488967,1.2454438,-0.72018766,0.6425012,-0.6834529,2.9715466,-0.96388894,2,country
-1.0299371,-0.59541845,-1.66571,-0.13545395,0.9797236,-0.18886277,0.010891333,-1.0149025,2.8059359,-0.86567795,2,country
-1.5234782,-0.89853585,-1.2844232,0.33435658,0.901172,0.11325106,0.39270997,-1.6656753,2.8704348,-0.6880238,2,country
-0.1255511,0.6484423,-1.3983408,0.14508243,1.0397226,-1.1191599,0.09684492,-1.4079587,3.2984545,-0.84721464,2,country
-1.0912082,-0.9503236,-1.6480118,-0.20659561,1.2534373,0.015263982,-0.015469179,-0.74532616,3.20107,-1.4849658,2,country
-2.2455215,-1.654718,-0.9259295,0.6123995,0.7706495,1.2002243,0.13525924,-1.4357738,2.3843381,-1.2251564,2,country
4.1966023,1.7341125,-2.4838455,-0.939192,-2.891516,-0.8099992,-0.73532546,0.84549236,1.6746782,2.0241137,2,country
2.2468977,-1.8576877,-4.0867186,1.3752362,-3.0290785,-1.609016,1.968512,4.9724674,-0.61638147,3.867402,2,country
2.6893077,0.022410564,-1.0758467,1.5256999,-2.1491356,-1.8243419,0.052122734,0.2952496,2.0893962,1.7636318,2,country
4.7646837,3.4972675,-2.2639406,0.017333075,-1.8838466,-2.1350448,-0.24431255,-0.7860507,2.385371,1.2979038,2,country
0.9649369,-0.6381849,-1.8999605,1.3474661,-3.0120587,0.88164747,1.3877262,0.74818504,-0.8296909,3.5650005,2,country
0.50651646,-1.5626252,-3.154473,0.59645224,-2.2936602,-0.3542653,1.6051574,2.0674858,-0.08538911,3.3276186,2,country
0.68455416,0.34830192,-1.1946614,1.9925065,-0.7386325,-2.66139,1.4465647,-0.06569765,1.9165653,1.7497597,2,country
0.7497548,-0.66434014,-3.0051565,0.13283944,-2.2202053,0.65336233,0.813277,0.691415,-0.16744795,2.4394035,2,country
1.4072767,1.3407868,-2.5921178,-0.69212157,-1.2222267,-0.521811,0.5454803,-0.4840719,1.4827352,1.6321381,2,country
2.8390439,1.9457695,-1.8854563,0.3825903,-2.0905108,-0.63199395,-0.06975281,-2.3574376,2.735614,1.24074,2,country
1.5062162,-2.4844997,1.1445311,4.5432887,-2.380335,-2.1537564,0.750484,2.0692852,2.135222,1.7268475,2,country
3.5535505,-2.2716975,0.4546303,4.5282917,-3.2320938,-3.1169057,0.29439,1.8393471,3.3783195,1.9574316,2,country
-0.061337743,-0.19475557,-0.06758709,0.60297817,-0.22432265,0.92495745,0.12309606,-2.6311498,3.329846,-0.7799928,2,country
-0.52140135,0.049647987,-0.30397975,2.1013496,-1.1972411,0.47180074,1.22108,-2.3757484,1.5197006,1.4364889,2,country
2.0078485,1.2765934,-0.02619349,0.5209694,-1.5764118,-0.21968654,-0.68528223,-2.0449162,2.7810242,0.5097414,2,country
0.6960511,1.6510805,-0.18097802,-0.015008751,-1.0001414,0.7882405,-0.483042,-2.5715134,2.2621326,0.09730143,2,country
1.514082,0.62170243,-0.87154037,0.43610674,-1.6752064,0.41489735,-0.0138564035,-1.9792573,2.5752654,0.9379048,2,country
3.2705321,0.24339813,-0.2795495,0.94428295,-2.5914447,0.3366152,0.18234783,-0.76337075,2.0070155,1.1447856,2,country
-0.39160827,0.2798202,0.3330314,1.4032505,-1.971246,1.884644,-0.48951697,-2.8492837,1.1695789,0.96197903,2,country
-0.86711925,-0.41705734,-0.7333415,1.9347351,-1.413981,-0.33063558,0.8520228,-0.70886636,0.5400736,2.62957,2,country
0.7738517,-0.3134337,2.1116238,5.5327168,-3.2829943,-1.5835463,1.9278331,0.6507749,-0.11244595,4.329974,2,country
1.0289551,-2.3559198,2.8055036,4.9450006,-3.4004135,0.5290235,1.0571116,-0.0841069,0.86840516,2.8615365,2,country
0.3932619,-2.4034312,2.8959005,5.48378,-1.995712,-1.1065776,1.9433694,1.042418,0.929741,2.6368554,2,country
1.7061651,-0.655108,0.8530678,4.7634735,-1.2189183,-3.1478858,3.5363975,1.1623437,1.0110294,2.4575984,2,country
0.8684263,-1.6077497,2.5676417,5.427688,-2.2392402,-1.0424745,1.3674749,-0.07814164,0.8245575,2.2198546,2,country
0.23543093,-0.5281156,2.4360774,5.403139,-0.6823413,-2.6084874,3.2735138,0.33408988,0.73611534,2.2314873,2,country
0.13313535,-0.65900135,1.4204663,5.1726685,-2.5922995,-0.5509508,1.6582948,-0.20697263,-0.27319938,3.2685084,2,country
1.2566487,-0.43374014,1.207502,4.7132597,-3.4370117,-0.27008232,1.7906574,0.31861255,-0.6021377,3.9622705,2,country
1.409814,-1.5763246,0.55513084,4.653004,-3.1213284,-0.6777193,2.6883283,1.8972511,-0.6567033,3.9620733,2,country
0.4760872,-1.8010198,2.2417493,5.2726893,-3.0133917,-0.099285536,2.2433126,0.7012103,-0.18999654,3.3264985,2,country
-0.7191584,1.687161,-0.18713485,1.7906815,0.0836811,-1.4062436,1.2953174,-1.2863148,0.5781205,1.7979733,2,country
-1.6171377,1.548911,-0.22435886,0.42956778,0.6033491,-0.108799584,1.539892,-1.6910623,0.6532564,1.2866939,2,country
-1.6208954,1.345999,-0.5348536,0.8006811,1.3111342,-0.49868804,1.376438,-1.3154209,0.78806204,0.15235274,2,country
-1.8394402,-0.237071,0.52057564,1.0675598,0.343222,0.89476895,0.6176078,-2.1017828,1.4695706,-0.02054902,2,country
-1.6676556,-0.3576281,1.2015686,1.5234618,-0.22197601,1.4199053,0.28620708,-2.4504817,1.6495652,-0.08064737,2,country
-2.1332557,-0.45369148,1.1144382,1.4182268,-0.011320818,1.156162,0.5438731,-2.035361,1.5025535,0.15925601,2,country
-1.8646668,-0.20728113,1.5643471,1.1941303,-0.20617536,1.6646571,0.35161796,-2.224334,1.196963,0.052639905,2,country
-1.8487834,0.0034431592,0.8724765,0.3188018,-0.31745493,2.1990623,-0.0030030906,-2.903247,1.465681,0.0134883905,2,country
-1.7160343,0.36482728,0.591964,0.5159468,-0.32426578,1.5477105,-0.11317975,-2.8771186,1.5866851,0.34645763,2,country
-1.1653601,-0.011469789,0.24704647,1.2947582,0.66592896,0.026673313,1.0576932,-1.9318196,1.8095015,-0.32949755,2,country
3.3917089,-1.3838805,-1.0659955,4.276407,-4.357799,-2.3100612,1.1419722,3.6353512,0.31600454,4.1502337,2,country
0.22682732,-2.6650689,1.8898678,5.243673,-3.7483234,0.17432012,2.4236343,1.0604912,-0.03398738,3.983149,2,country
2.0713675,-1.3940135,-0.4079456,5.1059227,-3.834013,-2.1737075,2.1046844,3.1559603,-0.18111473,4.649581,2,country
0.24361405,-1.9834479,1.3661438,4.7111654,-2.8536582,-0.1241655,1.8368398,0.0974544,0.9949208,3.2538579,2,country
0.7496234,-3.0139189,2.3555486,3.273526,-4.8405523,3.016378,0.49826777,-0.3551197,0.30315006,3.0624375,2,country
2.3388548,-1.5857335,-1.0030086,2.76632,-4.4801617,0.37783036,0.69723636,1.4028355,0.28287157,3.8104503,2,country
1.1051878,-1.302161,0.99750537,4.299134,-4.2032313,1.4014146,1.6093328,0.36738116,-0.7073484,4.07256,2,country
0.65671057,-0.55828774,1.0797888,4.0603237,-3.5412161,0.6981824,1.8775145,-0.2020894,-0.2785843,3.9444103,2,country
0.89171994,-2.5500007,-0.07614299,3.9177184,-3.8284075,0.22910914,2.5483553,2.478004,-0.74410737,4.304959,2,country
1.0114607,-0.3595327,0.65323246,4.183931,-4.1310816,0.4218434,1.3916757,-0.86394024,-0.21522322,4.483682,2,country
-1.2901957,-1.1578233,1.4492123,3.2925215,-1.6528668,0.018133104,1.45672,0.10466942,-0.14932057,2.7393892,2,country
-1.6080066,-2.397555,-0.53012216,2.70523,-1.2576029,-0.95468193,1.2816554,1.4509584,0.789232,2.352513,2,country
-0.15111655,-1.9318136,0.70566565,2.3683393,-1.6610751,-0.0015352368,0.67795074,0.24881434,0.92416286,1.7461059,2,country
0.02387873,-1.5961106,1.1096451,2.8471768,-2.0093083,-0.0017706156,1.0210361,0.38274103,0.50529516,2.2120352,2,country
-0.045989677,-1.4515337,2.0338783,3.0442967,-1.8369435,0.16457094,1.0115474,0.095679596,0.4326714,2.0983937,2,country
-0.5439403,-1.9491388,1.8977494,4.161554,-2.0418463,-0.29300028,1.4413525,0.11954224,0.72013396,2.5811245,2,country
-0.35956684,-2.5838716,2.041819,3.6738172,-1.8633864,0.21379709,1.7764542,0.3347905,0.9011185,1.848305,2,country
-0.72308725,-2.2102628,1.641615,3.6154103,-1.9334917,-0.15195242,1.3677188,0.20272979,0.84487563,2.307614,2,country
-0.94729143,-2.2254078,1.7083508,3.5480523,-2.101111,0.49470618,1.7298521,0.60514534,0.080264345,2.640926,2,country
-0.414019,-1.8486792,0.87629056,2.3045602,-2.1020632,1.2222463,0.5839201,-1.6699678,1.804997,1.437374,2,country
3.8135772,3.607404,-0.86351097,2.546611,-3.798512,-0.6768184,-0.77249676,-3.1128876,1.41729,2.5435834,2,country
-0.34999844,0.3603682,1.3095878,1.7427117,-2.282945,1.8422621,0.97774374,-0.98997533,-0.55348814,1.9874728,2,country
1.7304921,-0.14611219,-0.45740888,1.46946,-2.4972768,1.3030508,1.4474391,-0.33080745,-0.10684757,2.0015159,2,country
-0.66087097,0.6439959,0.80105746,0.2619373,-2.5313454,3.1128573,0.61260116,-1.755779,-1.0011733,2.3184416,2,country
-0.087685734,-0.5109782,2.1045299,1.061771,-2.0794356,2.8846936,0.4450081,-1.4917496,0.17304245,0.5391702,2,country
-0.57968944,1.6000793,0.373177,0.46975067,-1.6833397,2.223691,0.040952377,-2.2002199,-0.61470693,1.290178,2,country
-0.0005177744,0.023970596,1.0031086,2.852275,-1.2154448,-0.64622146,1.2837025,-1.0354385,1.0501986,2.0414102,2,country
0.11282537,-1.4086047,1.0523821,3.290789,-1.8547969,-0.18429911,0.6853125,-0.6213431,0.9892151,1.8593092,2,country
0.8363614,-0.19566642,0.09620919,1.9837072,-2.4908717,0.7585763,0.6983865,-0.7276388,-0.066058226,2.2112546,2,country
-0.3590638,0.41988605,1.3830429,2.481547,-0.667849,-0.23340178,0.8438093,-1.827746,0.9029017,1.0518265,2,country
-0.623465,-0.9285399,0.29390842,1.7026869,-0.21407294,-0.038433664,0.32618263,-1.3062398,1.476384,0.2367831,2,country
-1.4351604,-0.29743898,-0.7104375,0.95520383,0.6359761,-0.6270944,0.9128572,-0.69146293,1.2087325,0.37437022,2,country
