true_label_encoded,true_label_name,vae_kmeans_cluster,raw_gmm_cluster,pca_kmeans_cluster
1,classical,5,3,8
1,classical,5,3,8
1,classical,5,3,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,7,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,5,3,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,3,3,7
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,7,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,5,3,8
1,classical,5,7,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,7,1
1,classical,6,7,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,9,7,9
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,3,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,9,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,3,1
1,classical,6,3,1
1,classical,9,7,1
1,classical,6,7,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,5,3,8
1,classical,5,3,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,7,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,9,7,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,5,7,8
1,classical,9,7,9
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,7,1
1,classical,6,9,1
1,classical,6,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,7,1
1,classical,9,7,9
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,7,1
1,classical,6,7,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,9,7,9
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,9,7,9
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,9,1
1,classical,5,3,8
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,7,1
1,classical,6,7,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,8,9,1
1,classical,0,9,2
1,classical,0,9,2
1,classical,8,9,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,8,9,2
1,classical,0,9,2
1,classical,6,3,1
1,classical,6,7,1
1,classical,6,7,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,7,8
1,classical,6,7,1
1,classical,6,9,1
1,classical,8,9,1
1,classical,8,1,1
1,classical,6,9,1
1,classical,8,9,1
1,classical,6,9,1
1,classical,8,9,1
1,classical,8,9,2
1,classical,8,1,6
1,classical,8,9,2
1,classical,8,9,2
1,classical,5,7,8
1,classical,5,7,8
1,classical,8,9,2
1,classical,8,9,6
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,3,1
1,classical,6,9,1
1,classical,8,9,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,9,7,9
1,classical,1,5,5
1,classical,1,5,5
1,classical,1,5,5
1,classical,1,5,5
1,classical,1,5,5
1,classical,1,5,5
1,classical,6,5,5
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,9,1
1,classical,6,9,1
1,classical,8,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,8,9,1
1,classical,8,9,1
1,classical,9,9,7
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,3,1
1,classical,9,7,9
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,7,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,7,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,7,1
1,classical,6,7,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,8,9,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,9,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,9,1,9
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,8,9,1
1,classical,8,9,1
1,classical,6,9,1
1,classical,8,9,1
1,classical,8,1,6
1,classical,6,7,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,7,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,7,1
1,classical,6,7,1
1,classical,6,7,1
1,classical,6,7,1
1,classical,5,3,8
1,classical,6,3,9
1,classical,6,3,1
1,classical,9,3,9
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,2,1,6
1,classical,6,3,1
1,classical,6,7,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,7,1
1,classical,8,9,6
1,classical,6,3,1
1,classical,6,3,1
1,classical,9,3,9
1,classical,5,3,8
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,7,9
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,7,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,5,3,8
1,classical,5,3,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,9
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,7,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,9,3,8
1,classical,9,3,9
1,classical,5,3,8
1,classical,9,3,9
1,classical,9,3,1
1,classical,9,7,9
1,classical,9,3,9
1,classical,9,3,9
1,classical,9,7,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,9,1
1,classical,6,9,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,9,7,1
1,classical,5,7,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,9,7,9
1,classical,6,3,1
1,classical,6,2,1
1,classical,6,3,1
1,classical,6,2,1
1,classical,6,9,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,3,3,7
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,3,7,7
1,classical,5,7,8
1,classical,3,7,7
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,7,7
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,3,3,7
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,3,7,8
1,classical,5,7,8
1,classical,3,7,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,7,1
1,classical,6,7,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,3,3,7
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,5,7,7
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,7,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,2,7,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,7,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,2,7,6
1,classical,3,7,7
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,3,5,7
1,classical,3,5,7
1,classical,3,5,7
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,5,1
1,classical,6,5,1
1,classical,5,7,8
1,classical,3,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,3,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,8
1,classical,6,3,1
1,classical,6,3,7
1,classical,6,3,7
1,classical,3,7,7
1,classical,3,3,7
1,classical,5,7,8
1,classical,3,3,7
1,classical,3,3,7
1,classical,5,7,8
1,classical,3,7,7
1,classical,5,7,8
1,classical,6,3,7
1,classical,6,3,3
1,classical,6,3,7
1,classical,6,3,7
1,classical,6,3,7
1,classical,3,3,7
1,classical,3,3,3
1,classical,7,3,3
1,classical,3,3,7
1,classical,6,3,7
1,classical,3,3,7
2,country,0,6,2
2,country,0,4,2
2,country,0,6,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,8,4,2
2,country,8,4,6
2,country,8,4,2
2,country,8,4,2
2,country,8,9,2
2,country,8,9,1
2,country,8,4,6
2,country,8,4,2
2,country,8,4,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,1,6
2,country,8,6,6
2,country,8,9,6
2,country,8,9,2
2,country,8,9,6
2,country,8,6,6
2,country,8,9,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,6,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,6,2
2,country,0,4,2
2,country,0,6,2
2,country,0,6,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,8,2,9
2,country,9,2,1
2,country,8,9,1
2,country,9,2,1
2,country,8,1,6
2,country,9,2,6
2,country,9,2,9
2,country,9,2,9
2,country,9,2,9
2,country,8,2,9
2,country,5,6,8
2,country,4,1,4
2,country,8,1,6
2,country,4,6,4
2,country,8,1,6
2,country,8,1,6
2,country,4,6,4
2,country,8,1,6
2,country,2,7,6
2,country,4,7,8
2,country,8,9,6
2,country,8,9,9
2,country,8,9,1
2,country,8,9,6
2,country,8,9,1
2,country,9,2,9
2,country,8,9,1
2,country,6,9,1
2,country,8,9,9
2,country,9,2,9
2,country,8,9,2
2,country,8,9,2
2,country,8,9,6
2,country,0,4,2
2,country,8,9,2
2,country,8,9,2
2,country,8,4,2
2,country,8,9,2
2,country,8,4,2
2,country,8,9,2
2,country,0,4,2
2,country,8,4,2
2,country,8,4,2
2,country,0,4,2
2,country,0,4,2
2,country,8,4,2
2,country,8,4,2
2,country,8,9,2
2,country,0,9,2
2,country,0,4,2
2,country,8,9,1
2,country,6,9,1
2,country,8,2,6
2,country,9,2,9
2,country,6,9,1
2,country,6,9,1
2,country,6,9,1
2,country,6,9,1
2,country,8,9,1
2,country,6,9,1
2,country,9,2,9
2,country,9,2,9
2,country,9,2,9
2,country,6,2,1
2,country,6,2,1
2,country,6,2,1
2,country,9,2,9
2,country,9,2,1
2,country,9,2,9
2,country,9,2,9
2,country,6,2,1
2,country,6,2,1
2,country,6,3,1
2,country,6,3,1
2,country,6,2,1
2,country,8,9,1
2,country,8,9,1
2,country,6,9,1
2,country,6,9,1
2,country,6,9,1
2,country,8,9,1
2,country,8,9,1
2,country,8,1,6
2,country,8,9,9
2,country,8,9,6
2,country,8,9,1
2,country,8,9,1
2,country,8,9,2
2,country,9,9,9
2,country,8,9,1
2,country,9,2,9
2,country,6,2,1
2,country,9,2,9
2,country,6,2,1
2,country,9,2,9
2,country,9,2,9
2,country,9,2,1
2,country,6,2,1
2,country,6,2,1
2,country,9,2,9
2,country,2,1,6
2,country,2,6,6
2,country,3,9,2
2,country,8,1,6
2,country,2,1,6
2,country,8,1,9
2,country,8,1,6
2,country,9,2,9
2,country,8,1,6
2,country,2,1,6
2,country,9,2,9
2,country,9,2,9
2,country,9,2,1
2,country,9,2,9
2,country,6,2,1
2,country,6,2,1
2,country,6,2,1
2,country,9,2,9
2,country,9,2,9
2,country,9,2,9
2,country,9,2,9
2,country,9,9,9
2,country,6,9,1
2,country,9,2,9
2,country,9,2,9
2,country,9,2,9
2,country,9,2,9
2,country,9,2,1
2,country,9,2,9
2,country,9,2,9
2,country,8,1,6
2,country,2,1,6
2,country,9,1,9
2,country,9,2,9
2,country,9,1,9
2,country,8,1,6
2,country,2,1,6
2,country,6,7,1
2,country,6,9,1
2,country,6,7,1
2,country,9,2,9
2,country,9,2,9
2,country,9,2,9
2,country,9,7,9
2,country,9,2,9
2,country,9,7,9
2,country,9,2,9
2,country,9,2,9
2,country,9,2,9
2,country,9,2,1
2,country,8,2,1
2,country,9,2,9
2,country,9,7,9
2,country,8,9,1
2,country,8,2,9
2,country,8,9,1
2,country,8,2,1
2,country,9,2,9
2,country,8,2,1
2,country,9,2,1
2,country,6,2,1
2,country,6,2,1
2,country,6,2,1
2,country,9,2,9
2,country,6,2,1
2,country,6,2,9
2,country,2,2,9
2,country,6,2,9
2,country,2,2,0
2,country,9,2,9
2,country,8,9,1
2,country,8,9,1
2,country,8,9,9
2,country,8,9,1
2,country,8,9,1
2,country,8,9,1
2,country,8,9,1
2,country,8,9,1
2,country,8,9,9
2,country,8,9,1
2,country,6,9,1
2,country,6,9,1
2,country,6,9,1
2,country,6,2,1
2,country,9,2,9
2,country,6,9,1
2,country,6,2,1
2,country,6,3,1
2,country,6,9,1
2,country,6,9,1
2,country,6,2,1
2,country,6,2,1
2,country,9,2,9
2,country,9,2,9
2,country,9,2,1
2,country,6,2,1
2,country,6,2,1
2,country,6,2,1
2,country,6,2,1
2,country,6,2,1
2,country,5,7,8
2,country,6,1,1
2,country,6,7,1
2,country,5,7,8
2,country,5,7,8
2,country,8,7,6
2,country,8,1,6
2,country,5,7,8
2,country,5,7,9
2,country,8,9,1
2,country,8,9,6
2,country,8,9,1
2,country,8,9,6
2,country,8,1,6
2,country,8,9,1
2,country,6,9,1
2,country,8,9,2
2,country,8,9,2
2,country,6,9,1
2,country,8,9,2
2,country,6,9,1
2,country,6,9,1
2,country,8,9,6
2,country,6,2,1
2,country,8,1,6
2,country,8,9,6
2,country,8,9,6
2,country,8,9,6
2,country,8,2,6
2,country,8,9,6
2,country,8,9,6
2,country,4,7,0
2,country,8,9,6
2,country,5,7,8
2,country,8,1,6
2,country,5,7,8
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,1,2
2,country,8,9,2
2,country,8,9,6
2,country,8,1,6
2,country,8,1,6
2,country,8,1,6
2,country,8,1,6
2,country,8,1,6
2,country,8,1,6
2,country,8,1,6
2,country,9,1,9
2,country,8,1,6
2,country,8,1,9
2,country,8,1,2
2,country,8,1,6
2,country,8,1,6
2,country,8,1,6
2,country,8,1,6
2,country,8,1,6
2,country,9,7,9
2,country,2,2,9
2,country,9,2,9
2,country,9,2,9
2,country,9,7,9
2,country,9,2,9
2,country,6,7,1
2,country,6,9,1
2,country,6,9,1
2,country,9,7,9
2,country,8,9,6
2,country,8,1,9
2,country,8,1,6
2,country,8,1,6
2,country,8,9,6
2,country,8,1,6
2,country,8,2,9
2,country,8,1,6
2,country,8,9,6
2,country,8,2,9
2,country,8,9,6
2,country,8,9,2
2,country,0,4,2
2,country,8,9,2
2,country,8,9,2
2,country,8,4,2
2,country,8,4,2
2,country,8,4,2
2,country,0,1,2
2,country,8,9,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,0,4,2
2,country,8,1,6
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,0,4,2
2,country,8,1,6
2,country,8,9,2
2,country,8,9,6
2,country,8,1,6
2,country,8,1,6
2,country,8,1,6
2,country,8,1,6
2,country,8,9,6
2,country,0,4,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,4,2
2,country,8,4,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,9,7,9
2,country,8,7,6
2,country,8,9,6
2,country,8,9,6
2,country,8,9,6
2,country,8,9,6
2,country,8,9,1
2,country,8,1,6
2,country,8,9,6
2,country,8,7,6
2,country,8,1,6
2,country,8,1,4
2,country,8,4,2
2,country,8,1,2
2,country,8,1,6
2,country,8,6,4
2,country,8,1,6
2,country,0,4,2
2,country,8,4,2
2,country,8,1,2
2,country,8,2,9
2,country,9,2,9
2,country,8,2,9
2,country,9,2,9
2,country,9,2,9
2,country,9,2,9
2,country,9,9,9
2,country,9,2,9
2,country,9,2,9
2,country,8,9,9
2,country,9,2,9
2,country,9,2,9
2,country,5,7,8
2,country,9,2,9
2,country,6,2,1
2,country,6,2,1
2,country,5,2,8
2,country,9,2,9
2,country,6,2,1
2,country,9,2,9
2,country,9,1,9
2,country,8,1,6
2,country,8,9,9
2,country,8,9,2
2,country,8,9,2
2,country,8,9,2
2,country,8,9,1
2,country,2,2,9
2,country,9,1,9
2,country,9,1,9
2,country,9,9,9
2,country,6,9,1
2,country,6,9,1
2,country,8,9,1
2,country,6,9,1
2,country,8,9,1
2,country,6,9,1
2,country,6,9,1
2,country,6,9,1
2,country,6,9,1
2,country,3,8,7
2,country,3,2,7
2,country,3,5,7
2,country,3,5,7
2,country,3,2,0
2,country,3,5,7
2,country,3,8,7
2,country,3,5,7
2,country,3,5,7
2,country,3,5,7
2,country,9,2,9
2,country,9,2,7
2,country,9,2,9
2,country,9,2,9
2,country,5,5,8
2,country,3,2,7
2,country,9,2,9
2,country,9,2,9
2,country,9,2,9
2,country,9,2,9
2,country,9,2,9
2,country,2,2,9
2,country,2,2,8
2,country,2,2,9
2,country,2,2,9
2,country,2,2,0
2,country,9,2,9
2,country,6,2,1
2,country,6,3,1
2,country,9,2,9
2,country,7,5,7
2,country,3,5,7
2,country,3,5,7
2,country,3,5,7
2,country,3,5,7
2,country,3,0,7
2,country,7,0,3
2,country,7,0,3
2,country,7,0,3
2,country,7,0,3
2,country,3,7,7
2,country,3,5,7
2,country,3,5,7
2,country,3,5,7
2,country,3,8,7
2,country,3,7,7
2,country,3,5,7
2,country,3,5,7
2,country,3,2,7
2,country,3,5,7
2,country,3,5,3
2,country,3,5,7
2,country,3,5,7
2,country,7,5,3
2,country,3,5,3
2,country,3,5,7
2,country,3,5,7
2,country,3,5,7
2,country,3,5,7
2,country,7,5,3
2,country,9,2,7
2,country,6,5,1
2,country,3,2,7
2,country,3,5,7
2,country,7,5,3
2,country,3,2,7
2,country,3,2,9
2,country,6,5,1
2,country,2,2,7
2,country,3,2,7
2,country,5,7,8
2,country,9,2,9
2,country,3,5,7
2,country,3,5,7
2,country,3,5,7
2,country,3,5,7
2,country,3,5,7
2,country,7,0,3
2,country,7,0,3
2,country,7,0,3
2,country,3,5,7
2,country,3,5,7
2,country,3,5,7
2,country,3,5,7
2,country,3,5,7
2,country,3,5,7
2,country,3,5,7
2,country,7,0,3
2,country,3,5,7
