filepath,song_id,track_id,artist_name,title,release,text_blob,weak_label,audio_vec
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\O\TRAAOYG128F9314996.h5,SOUDHTP12AB0183403,,Pery Ribeiro,Our Love Is Here To Stay,S'Wonderful Movie'n Bossa,Pery Ribeiro Our Love Is Here To Stay S'Wonderful Movie'n Bossa,Pery Ribeiro,"[180.00934    133.009      -13.668        0.           1.
   4.          39.445774   -78.64989    -36.982952   -18.789736
  -3.8756938   -1.4226954  -15.025342    -9.669228     1.2093508
   0.8341077   -1.7555462    7.287909     3.9352584   41.325558
  39.24521     42.277668    26.246025    31.011574    20.972511
  23.230959    21.402628    19.72194     16.99937     17.623451
   0.35368615   0.39745384   0.36416155   0.2689677    0.34584463
   0.25402924   0.28143847   0.34966922   0.27503845   0.3259277
   0.21354923   0.27284616   0.3019975    0.30725357   0.3418227
   0.23996578   0.34063154   0.2614339    0.2740545    0.32528803
   0.26043504   0.33508435   0.23346686   0.2763749 ]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\P\TRAAPCC128F42519A7.h5,SOWDEPU12A8C137B14,,Soular,Everything Changes,Time and Space,Soular Everything Changes Time and Space,Soular,"[ 2.4445341e+02  1.4657700e+02 -6.8850002e+00  6.0000000e+00
  1.0000000e+00  5.0000000e+00  4.6811630e+01 -3.0152380e+00
 -2.5275309e+01 -9.8446712e+00 -3.0571400e+01 -2.0420866e+01
 -2.9161401e+00 -1.1969069e+01  6.3012872e+00 -3.5912604e+00
  1.1930043e+00 -6.9964983e-02  6.4361401e+00  3.9202053e+01
  5.5477287e+01  2.8283525e+01  3.3728397e+01  2.2843792e+01
  2.3547251e+01  2.0456785e+01  1.8051676e+01  1.5856822e+01
  1.3461872e+01  1.3075210e+01  3.0779272e-01  6.4800137e-01
  3.0079553e-01  3.8679692e-01  2.4635294e-01  3.1966665e-01
  3.9007562e-01  2.3519048e-01  3.6622828e-01  1.8986274e-01
  2.4751401e-01  1.9214986e-01  2.5228584e-01  3.7875661e-01
  2.1403541e-01  3.4550565e-01  2.2785076e-01  2.4938165e-01
  3.3093509e-01  2.0612741e-01  3.0672175e-01  1.7690024e-01
  2.2298881e-01  2.4116661e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\P\TRAAPFQ128F42684DB.h5,SOJBYGW12A8C13A497,,Dimmu Borgir,Master Of Disharmony,Death ... Is just the beginning Vol.4,Dimmu Borgir Master Of Disharmony Death ... Is just the beginning Vol.4,Dimmu Borgir,"[ 2.8253995e+02  1.4045799e+02 -4.1999998e+00  6.0000000e+00
  0.0000000e+00  3.0000000e+00  5.2305122e+01  8.4976784e+01
  3.7864216e+01 -1.1377428e+01 -3.8106113e+01 -1.6056190e+01
 -3.1965208e+01 -3.6835344e+00  8.7743988e+00  4.3367605e+00
 -8.2288250e-02  2.7619934e+00  5.6526704e+00  2.5004894e+01
  2.2990568e+01  2.1365536e+01  2.1835871e+01  1.6408300e+01
  1.9005514e+01  1.1951750e+01  1.0294992e+01  8.8067379e+00
  8.3837719e+00  1.0367037e+01  5.1055211e-01  5.1300889e-01
  5.3536588e-01  4.4679156e-01  6.0490245e-01  3.6497340e-01
  3.7899557e-01  3.9023280e-01  3.8944790e-01  4.0041685e-01
  3.8308868e-01  5.7132596e-01  2.7196988e-01  2.6067731e-01
  2.8860295e-01  2.2759646e-01  3.0506089e-01  2.1087326e-01
  2.3044842e-01  2.6396176e-01  2.2800188e-01  2.4467696e-01
  2.5280803e-01  2.9636371e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\P\TRAAPGF128F1458F8B.h5,SOQDTQP12A6D4F793F,,Public Image Ltd,(This Is Not A) Love Song (Live),Live In Tokyo,Public Image Ltd (This Is Not A) Love Song (Live) Live In Tokyo,Public Image Ltd,"[ 3.8828363e+02  1.3250600e+02 -1.6433001e+01  0.0000000e+00
  1.0000000e+00  4.0000000e+00  3.7168770e+01  6.2212666e+01
  6.2829750e+01  1.7635138e+01 -2.9210529e+01 -1.2589253e+01
  1.7709229e+01  8.4839621e+00 -8.8143355e-01  6.2654672e+00
  4.4019818e-02 -1.0675701e+01  5.3521895e+00  3.3534779e+01
  5.9413277e+01  3.2874031e+01  4.5640202e+01  2.3772240e+01
  2.3983786e+01  1.7218981e+01  1.6897444e+01  1.3642807e+01
  1.5927714e+01  1.7259043e+01  6.3638395e-01  4.6766391e-01
  2.8136665e-01  3.0815938e-01  5.6863832e-01  3.8072008e-01
  2.9236829e-01  2.4580182e-01  2.4410982e-01  2.5390917e-01
  2.1882412e-01  4.4507018e-01  3.4588316e-01  2.8497466e-01
  2.1586405e-01  2.0505169e-01  3.2699916e-01  2.8372568e-01
  2.3185694e-01  2.2935492e-01  1.9715425e-01  2.4283898e-01
  1.8788767e-01  2.4744976e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\P\TRAAPIV128F1493132.h5,SOJHKYL12A6D4FA0AC,,Gary Moore,What Are We Here For,Dark Days In Paradise,Gary Moore What Are We Here For Dark Days In Paradise,Gary Moore,"[ 3.4593915e+02  1.5386200e+02 -6.9510002e+00  2.0000000e+00
  1.0000000e+00  4.0000000e+00  4.6984253e+01  2.6095974e+01
 -7.2812853e+00 -6.1401615e+00 -2.5643724e+01 -1.3851627e+01
  6.8170708e-01 -9.7012396e+00  1.2852661e+01  1.9142550e+00
 -1.9767286e-02 -4.1868267e+00  3.4490032e+00  4.0382664e+01
  3.1379669e+01  2.9253321e+01  2.4510815e+01  2.2838093e+01
  2.0645241e+01  2.0208904e+01  1.6668402e+01  1.7014196e+01
  1.4132394e+01  1.7083435e+01  3.3555466e-01  4.1766542e-01
  3.1044608e-01  3.0159032e-01  3.3895686e-01  2.2517622e-01
  2.8132120e-01  3.3956209e-01  3.6224535e-01  6.0744905e-01
  3.2580224e-01  2.7575836e-01  3.0019289e-01  3.1339103e-01
  2.8687590e-01  2.6721251e-01  2.5101045e-01  2.2631532e-01
  2.7045551e-01  3.1042653e-01  2.6653230e-01  3.7286037e-01
  2.2844967e-01  2.3383720e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\P\TRAAPLS12903CB2D40.h5,SOJVWBA12AB018C326,,Pascal Sangla,Une petite pause,Une petite pause,Pascal Sangla Une petite pause Une petite pause,Pascal Sangla,"[ 2.4314729e+02  9.3237999e+01 -1.4737000e+01  9.0000000e+00
  1.0000000e+00  4.0000000e+00  3.8403534e+01 -7.7994682e+01
  1.3508877e+01  5.3332677e+00  2.2321486e+01 -1.9053589e+01
  3.7527058e+01 -2.1244586e+00 -4.3388271e+00 -6.6760182e+00
 -1.9162256e+00  1.9421804e+00  5.0214586e+00  6.2220085e+01
  5.8840458e+01  4.2133373e+01  3.2647591e+01  2.4020378e+01
  2.7890228e+01  2.9778431e+01  2.2418106e+01  2.2679701e+01
  1.5003671e+01  2.0618662e+01  1.8139398e-01  3.1555489e-01
  3.2047519e-01  1.7251429e-01  4.7516692e-01  2.1927670e-01
  1.3867068e-01  1.0244511e-01  1.6318646e-01  4.2934889e-01
  1.4232932e-01  2.0186466e-01  2.2826901e-01  3.2114100e-01
  3.5161498e-01  1.8964024e-01  3.8709515e-01  2.9311690e-01
  1.8041608e-01  1.7740487e-01  2.1562684e-01  3.8814655e-01
  1.7734703e-01  2.3819469e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\P\TRAAPPQ128F14961F5.h5,SONRSQW12A6D4F6D1C,,The B-52's,Wig,The B52's,The B-52's Wig The B52's,The B-52's,"[ 2.6174649e+02  1.2408600e+02 -9.6280003e+00  0.0000000e+00
  1.0000000e+00  4.0000000e+00  4.5157543e+01  4.1327641e+01
  2.5308548e+01  8.3547077e+00  6.0005212e+00 -2.1200159e+01
  1.6809309e+01 -1.0063745e+00  2.2104578e+00  8.7971992e+00
  3.5784354e+00 -7.3325572e+00  4.9055281e+00  2.7784632e+01
  4.0946869e+01  2.6500139e+01  2.6455793e+01  2.6019848e+01
  2.4992834e+01  1.4716082e+01  1.4960968e+01  1.3309925e+01
  1.4937822e+01  2.0142267e+01  7.0297915e-01  6.4042699e-01
  5.6573814e-01  3.9574480e-01  4.0610427e-01  5.1134610e-01
  4.3182486e-01  5.6332695e-01  3.7979567e-01  4.1422269e-01
  3.3953378e-01  4.4427606e-01  2.8530958e-01  2.5905436e-01
  2.7673632e-01  2.2436844e-01  2.2251309e-01  2.8896731e-01
  1.9597425e-01  3.0656362e-01  2.1155642e-01  2.3158358e-01
  2.5745285e-01  2.4606332e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\P\TRAAPQQ128F427C750.h5,SONTBYD12A58A77A29,,Dakis,Perasmena Mesanihta,Moments,Dakis Perasmena Mesanihta Moments,Dakis,"[172.25098     66.765       -8.46         2.           0.
   1.          44.651398   -13.8631     -17.939417   -16.473959
  16.266016   -18.185629    -4.9904256   -1.5614204    2.1354187
  -2.0318208    0.8946164    4.8206196    4.2268624   47.634857
  36.171993    41.44739     30.381594    23.643967    23.240862
  20.075932    20.758354    16.859869    15.9307995   17.116161
   0.36587605   0.32566667   0.39570016   0.22486265   0.30789784
   0.3988325    0.32434505   0.47999665   0.25225964   0.3590285
   0.30490118   0.19181575   0.3403396    0.30259183   0.33554795
   0.2291798    0.28270918   0.3272603    0.27142915   0.3633802
   0.25193167   0.31931746   0.31226695   0.21432774]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\P\TRAAPSQ12903CAE86A.h5,SOMKMPB12A8C1447D0,,Sex Pistols,God Save the Queen (Live),Punk International,Sex Pistols God Save the Queen (Live) Punk International,Sex Pistols,"[ 2.1660689e+02  1.4551801e+02 -3.7360001e+00  9.0000000e+00
  1.0000000e+00  4.0000000e+00  5.2816231e+01 -9.1754332e+00
  5.1285885e+01  6.1222248e+00  2.8112484e+01 -2.7572430e+01
  1.2973164e+01 -8.3312416e+00  6.1119332e+00 -7.3351741e+00
 -1.5589783e+00 -1.5555904e+01  2.7183378e+00  2.8344587e+01
  2.0596748e+01  2.0851988e+01  1.8816244e+01  1.5638939e+01
  1.5942814e+01  1.6381517e+01  1.3162068e+01  1.4966532e+01
  9.5391521e+00  1.1826792e+01  4.7634783e-01  5.8539128e-01
  4.5456958e-01  4.2014492e-01  4.5838261e-01  3.2519132e-01
  3.9393625e-01  3.7011451e-01  5.7549709e-01  5.5101162e-01
  3.9601159e-01  4.5609710e-01  2.4213853e-01  2.7885568e-01
  2.6126847e-01  2.4596223e-01  2.5503868e-01  1.8847959e-01
  2.2876009e-01  2.2420411e-01  3.2399532e-01  3.0884385e-01
  2.3105079e-01  2.5875574e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\P\TRAAPVV128F425D64C.h5,SOSGQPS12A8AE48538,,Chris Brown,Forever,Forever,Chris Brown Forever Forever,Chris Brown,"[ 3.6359790e+02  1.3999800e+02 -4.3759999e+00  1.0000000e+00
  1.0000000e+00  4.0000000e+00  4.8492889e+01  4.3348652e+01
 -5.5184016e+00  2.0169014e+01  7.2699771e+00 -3.4775379e+00
 -2.5311992e+00 -6.7829227e+00 -3.0278244e+00 -6.3755169e+00
  1.3920865e+00  4.8107667e+00  5.7380238e+00  7.1098190e+01
  5.9604301e+01  5.9406261e+01  3.6197266e+01  3.6267776e+01
  3.0927235e+01  3.5236965e+01  1.9182976e+01  2.2743578e+01
  2.2646585e+01  1.7785324e+01  5.8694643e-01  6.6424656e-01
  3.7614694e-01  4.1872728e-01  4.2593461e-01  3.5406786e-01
  4.4543836e-01  2.9957160e-01  3.9413077e-01  2.6277149e-01
  3.0558094e-01  4.6108967e-01  3.6715305e-01  3.3801988e-01
  2.3660438e-01  2.5774392e-01  2.8216824e-01  2.2635709e-01
  2.8712389e-01  2.2700457e-01  2.8018054e-01  2.2740844e-01
  2.3526326e-01  2.7381989e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\P\TRAAPWD128F931ACD4.h5,SOKENJQ12AB017EC8C,,Deekline & Wizard,Sun Is Shining,Breaks_ Beats & Blondes,Deekline & Wizard Sun Is Shining Breaks_ Beats & Blondes,Deekline & Wizard,"[ 2.7177750e+02  9.0648003e+01 -6.9470000e+00  0.0000000e+00
  1.0000000e+00  3.0000000e+00  4.4313194e+01  3.9887592e+01
  1.3527165e-01  3.1308846e+01  1.7205360e+00 -3.6109941e+00
 -4.2380633e+00  3.8363068e+00 -4.1231952e+00  8.2968760e+00
  9.5734901e+00  4.0058537e+00  4.7192464e+00  4.8821934e+01
  3.9090557e+01  4.1152298e+01  3.0506153e+01  3.7031853e+01
  2.8373852e+01  2.8151775e+01  1.7669027e+01  1.9993469e+01
  2.1668116e+01  1.6844320e+01  5.1104110e-01  5.0107491e-01
  3.7046477e-01  3.9196697e-01  5.5815053e-01  4.9366960e-01
  4.2393172e-01  5.0240380e-01  4.1424301e-01  3.5940748e-01
  3.1890529e-01  3.9942217e-01  3.1762904e-01  3.3543590e-01
  2.5493878e-01  2.6116309e-01  3.3516327e-01  3.1312829e-01
  2.7266002e-01  3.2817924e-01  2.9873496e-01  2.6567203e-01
  2.4004473e-01  2.9505831e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\P\TRAAPXK128F934DF25.h5,SOBNTXB12A8C1428BA,,Daniela Dessì,New Age,Reiki - Spiritual Fitness_ Relaxation and Chakra Meditation,Daniela Dessì New Age Reiki - Spiritual Fitness_ Relaxation and Chakra Meditation,Daniela Dessì,"[ 3.3065750e+02  1.4033400e+02 -1.2279000e+01  2.0000000e+00
  0.0000000e+00  4.0000000e+00  4.2218849e+01 -1.6214690e+02
  6.3327869e+01  6.3541489e+00 -6.8263011e+00 -2.4102291e+01
 -1.7784870e+00 -2.8408303e+00  9.4065666e+00 -1.9579782e+00
  8.9786510e+00  6.3394618e+00  4.9521847e+00  5.5260323e+01
  4.5802250e+01  2.3442892e+01  2.5993752e+01  1.5543469e+01
  1.7449938e+01  1.9275295e+01  1.8379341e+01  1.1391969e+01
  1.0108517e+01  1.6542175e+01  4.9527934e-01  2.0196521e-01
  5.6937391e-01  1.0863695e-01  2.5391522e-01  1.6124457e-01
  1.0555000e-01  3.9800325e-01  1.0964348e-01  4.6997935e-01
  1.6656305e-01  1.4760979e-01  3.7863535e-01  2.0030722e-01
  3.8119859e-01  9.3552098e-02  2.6885521e-01  1.8885991e-01
  1.1595356e-01  3.3499527e-01  8.9703299e-02  3.4841859e-01
  2.2039056e-01  1.5339322e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\Q\TRAAQBF12903CF796B.h5,SOIKIJC12AC3DFB3D2,,Hem,Have Yourself A Merry Little Christmas,Peace At Last - EP,Hem Have Yourself A Merry Little Christmas Peace At Last - EP,Hem,"[ 1.33276276e+02  8.98600006e+01 -1.57360001e+01  5.00000000e+00
  1.00000000e+00  1.00000000e+00  3.49137535e+01 -7.76090393e+01
 -5.90346432e+00 -2.15566177e+01  3.02785072e+01 -7.79803574e-01
 -2.28740101e+01  2.64975011e-01 -1.24258032e+01 -5.58794308e+00
 -4.66327858e+00 -9.57559681e+00  6.74056339e+00  7.03226242e+01
  5.05323105e+01  5.21692619e+01  4.12231712e+01  2.80311470e+01
  2.92344627e+01  2.76154060e+01  2.55953693e+01  2.40193787e+01
  1.96891537e+01  2.08602962e+01  3.91085714e-01  1.54564291e-01
  1.75685719e-01  6.56607151e-02  1.98014289e-01  3.51739287e-01
  1.17782146e-01  2.09514290e-01  1.48314282e-01  3.17721426e-01
  2.75864273e-01  1.46785721e-01  3.98213059e-01  2.17283055e-01
  2.96352446e-01  9.17027965e-02  2.70690233e-01  3.64204586e-01
  1.91375002e-01  2.88088292e-01  2.12103233e-01  3.49080235e-01
  3.34512234e-01  2.05052167e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\Q\TRAAQCK128F92E8C33.h5,SOFJNQR12A6D4FAE92,,Lily Allen,U Killed It,Alright_ Still (Deluxe),Lily Allen U Killed It Alright_ Still (Deluxe),Lily Allen,"[ 2.6469833e+02  1.5609700e+02 -5.8709998e+00  9.0000000e+00
  1.0000000e+00  4.0000000e+00  4.5119892e+01 -1.4657735e+00
 -2.0394053e+01 -3.3896217e+00 -9.1864853e+00 -9.8801527e+00
 -4.7065434e+00  1.0603058e+00  9.2122173e+00 -2.8078908e-01
 -1.7940145e+00 -3.2810726e+00  6.9886479e+00  4.5849613e+01
  4.5141090e+01  3.4339523e+01  2.7064493e+01  3.3972145e+01
  2.7054956e+01  2.3544323e+01  1.4858887e+01  1.8012142e+01
  1.5202187e+01  1.3062020e+01  3.9338839e-01  4.2188615e-01
  3.0391517e-01  2.9796541e-01  5.0320089e-01  2.8608036e-01
  3.9726451e-01  2.9054686e-01  3.2051897e-01  4.8816293e-01
  3.7283707e-01  4.2565066e-01  2.9636857e-01  2.9537493e-01
  2.2876437e-01  2.4641737e-01  3.6440399e-01  2.0518108e-01
  3.5440958e-01  2.2893001e-01  2.4459870e-01  3.5664862e-01
  2.7686372e-01  3.2583886e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\Q\TRAAQDJ128F92F95E0.h5,SOGDFIT12AB018528B,,Pentangle,Rain And Snow,Light Flight - The Anthology,Pentangle Rain And Snow Light Flight - The Anthology,Pentangle,"[ 2.2851872e+02  1.7950101e+02 -1.2053000e+01  5.0000000e+00
  1.0000000e+00  1.0000000e+00  4.1394627e+01  6.1930740e+01
  1.1680039e+01 -6.7464728e+00  1.2373025e+01 -7.7150302e+00
 -2.2179295e+01  8.2881660e+00 -6.8059416e+00  6.8604308e-01
  9.2960668e-01  1.2856746e+01  4.5756021e+00  5.0082439e+01
  3.6810036e+01  2.7874159e+01  3.2925823e+01  2.4198011e+01
  2.2435247e+01  2.1126396e+01  1.8911457e+01  1.6783810e+01
  1.3564722e+01  1.8348255e+01  7.0296121e-01  3.5731465e-01
  3.4767133e-01  1.9354418e-01  1.8415517e-01  4.3024245e-01
  2.5815731e-01  4.3367672e-01  2.0060883e-01  1.9434698e-01
  2.3765732e-01  2.8186423e-01  3.2440916e-01  2.6883656e-01
  3.0573043e-01  2.1193314e-01  1.6930546e-01  3.5979718e-01
  1.9527036e-01  3.2627949e-01  1.6907582e-01  1.7126901e-01
  2.3177616e-01  1.8649377e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\Q\TRAAQDL12903CA8FB5.h5,SOOIZTH12AB018C12E,,DJ Dips,Gerra De De,This DJ,DJ Dips Gerra De De This DJ,DJ Dips,"[ 2.4035220e+02  8.6689003e+01 -6.2480001e+00  1.0000000e+00
  1.0000000e+00  3.0000000e+00  4.8114704e+01  3.6380760e+01
  5.3870300e+01  2.8770599e+01  7.9339271e+00  2.7261848e+00
  7.3609300e+00 -6.7757916e+00  4.6223960e+00  7.5349040e+00
  8.4180075e-01 -4.2496905e+00  4.1635852e+00  3.6066296e+01
  5.8106491e+01  4.0362724e+01  3.0704853e+01  3.0534986e+01
  3.4543476e+01  1.8179476e+01  2.1016035e+01  1.6427322e+01
  1.9665771e+01  2.2052162e+01  5.7383347e-01  6.5910190e-01
  3.3518782e-01  3.1657794e-01  3.1361902e-01  4.1528443e-01
  5.8800989e-01  4.1663802e-01  4.3396503e-01  3.2994980e-01
  2.9346693e-01  3.1962663e-01  2.9192868e-01  3.2462788e-01
  2.4023524e-01  2.2318694e-01  2.2838879e-01  2.7693558e-01
  3.3507681e-01  2.7398151e-01  2.9348034e-01  2.5153568e-01
  2.3344254e-01  2.5974447e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\Q\TRAAQEV12903CB5459.h5,SOQPJUL12AB0189379,,Ana Bekuta,Kako mi je pitas sad,Zlatni hitovi '90 1,Ana Bekuta Kako mi je pitas sad Zlatni hitovi '90 1,Ana Bekuta,"[145.57996    160.261      -13.703        0.           1.
   5.          41.236977    17.00875     25.65388     13.910672
   4.659114   -12.035808     5.676619    -3.515334    -0.29888773
   5.7467356    5.9172864   -0.44437224   2.5676923   24.89495
  31.707367    31.929682    24.320637    28.043205    23.770939
  16.32161     16.601807    12.916046    17.055447    18.402306
   0.66551256   0.50339735   0.43907532   0.25516102   0.31108567
   0.39126587   0.39904284   0.46297488   0.34279174   0.35262778
   0.31453472   0.37082127   0.35700798   0.29932782   0.29535964
   0.19647145   0.234939     0.28550935   0.22339967   0.28447324
   0.23987773   0.29745647   0.3097777    0.305351  ]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\Q\TRAAQFC128F425ED83.h5,SOMBQEO12A8C135018,,Jason Miles,Voices On The Corner,Miles To Miles,Jason Miles Voices On The Corner Miles To Miles,Jason Miles,"[ 2.3580688e+02  1.0103000e+02 -9.7159996e+00  1.0000000e+01
  0.0000000e+00  4.0000000e+00  3.7779358e+01 -3.3317883e+01
 -6.9358521e+01  5.0334267e+01 -1.9737026e+01  1.4674565e+01
  1.4034653e+01  3.6077797e-01  1.5028813e+01  1.8460582e+00
 -1.2807604e+00 -6.0805893e+00  4.8887367e+00  5.4608295e+01
  6.0358925e+01  7.1513763e+01  3.7383739e+01  5.4563808e+01
  2.8895342e+01  2.9437428e+01  2.2405533e+01  2.3745718e+01
  2.8237284e+01  2.0279617e+01  4.4462997e-01  5.4152453e-01
  3.4976503e-01  3.9678445e-01  4.0510917e-01  2.7803516e-01
  3.6443108e-01  3.8084275e-01  4.2732191e-01  4.2068177e-01
  2.5328216e-01  2.3246162e-01  3.0687207e-01  3.5758698e-01
  2.9240724e-01  3.3609954e-01  2.8620142e-01  2.6151094e-01
  3.2386866e-01  3.2035664e-01  3.2931557e-01  3.0961147e-01
  2.3325039e-01  2.6477778e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\Q\TRAAQIH128F428BDEA.h5,SOCQWKZ12A8C13CE4C,,Busdriver,(Bloody Paw On The) Kill Floor,RoadKillOvercoat,Busdriver (Bloody Paw On The) Kill Floor RoadKillOvercoat,Busdriver,"[ 1.9218240e+02  1.5503799e+02 -6.2579999e+00  6.0000000e+00
  1.0000000e+00  4.0000000e+00  4.7577175e+01  2.0594824e+01
 -1.1838244e+01  4.3946376e+00 -6.3734703e+00 -8.3109826e-01
  2.4481332e-01 -6.7679987e+00  1.0211942e+01  1.4707655e+01
 -2.2426791e+00  2.8824487e+00  3.3529222e+00  4.5760551e+01
  3.5591660e+01  4.0442543e+01  2.9524313e+01  3.6165386e+01
  2.4556152e+01  3.2688934e+01  2.4865202e+01  2.4532549e+01
  2.2413589e+01  1.5748298e+01  3.4826857e-01  4.1349235e-01
  3.5178494e-01  2.3682642e-01  2.9573363e-01  5.3583080e-01
  4.9693778e-01  3.9039737e-01  3.7069979e-01  3.8328275e-01
  3.9796180e-01  3.2810807e-01  2.6966381e-01  3.1139776e-01
  3.1954613e-01  1.8506716e-01  2.2192843e-01  3.5763544e-01
  3.4136185e-01  3.0276594e-01  2.9231441e-01  2.9570496e-01
  3.3600828e-01  2.9812202e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\Q\TRAAQLE128F424AE71.h5,SONETAN12A58A7ACEB,,Byther Smith,I Wish My Mother Was Here,Addressing The Nation With The Blues,Byther Smith I Wish My Mother Was Here Addressing The Nation With The Blues,Byther Smith,"[ 4.18873016e+02  1.17167999e+02 -1.17019997e+01  1.00000000e+00
  1.00000000e+00  3.00000000e+00  4.24558563e+01  2.87549667e+01
  4.49327164e+01  1.12900629e+01 -1.94774323e+01 -6.61434114e-01
  1.34862013e+01  4.15005779e+00 -8.18722916e+00 -2.03531694e+00
 -6.78558946e-01 -1.60368693e+00  3.80477929e+00  3.53240128e+01
  4.00217133e+01  3.18278942e+01  2.62021046e+01  2.55710354e+01
  1.98993587e+01  1.65144825e+01  1.89621735e+01  1.33674755e+01
  1.59740696e+01  1.93510075e+01  4.61764246e-01  4.80859309e-01
  2.43635610e-01  2.97236383e-01  1.74486697e-01  3.00025344e-01
  3.69186312e-01  2.76910633e-01  4.32068437e-01  1.72135621e-01
  2.22602665e-01  3.69140059e-01  3.12302500e-01  3.37555647e-01
  2.00839221e-01  2.81949341e-01  1.52479410e-01  2.92902559e-01
  3.32075894e-01  2.33849868e-01  3.20024401e-01  1.88110903e-01
  2.67746598e-01  3.32007855e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\Q\TRAAQLJ128F428E870.h5,SOKEXTF12A8C13AE7E,,Bebo & Cigala,Inolvidable,Lagrimas Negras,Bebo & Cigala Inolvidable Lagrimas Negras,Bebo & Cigala,"[ 1.9826894e+02  1.3296700e+02 -1.4509000e+01  2.0000000e+00
  0.0000000e+00  1.0000000e+00  3.3816788e+01 -7.5281662e+01
 -4.7325130e+01 -5.1161008e+00  1.2868923e+01 -2.6976469e+00
  1.3276056e+01  3.2415149e+00 -8.6747551e+00  2.8371825e+00
 -7.1454391e+00 -4.2125459e+00  8.0406570e+00  5.8816483e+01
  6.5801964e+01  5.4791367e+01  4.5378849e+01  3.9195248e+01
  2.7430744e+01  2.5753178e+01  2.2827555e+01  2.0482899e+01
  2.0698572e+01  1.8862328e+01  2.7884570e-01  3.5240060e-01
  3.4125370e-01  2.8437239e-01  3.5060832e-01  2.9166320e-01
  1.5965876e-01  1.7225964e-01  1.6636647e-01  2.9090506e-01
  2.9527894e-01  2.3008753e-01  2.9583752e-01  3.5328993e-01
  3.6485100e-01  2.9741287e-01  3.4484956e-01  3.2747650e-01
  1.9231699e-01  2.4216202e-01  2.1252902e-01  3.3613467e-01
  3.2029480e-01  2.5963217e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\A\Q\TRAAQOH128F4265CE6.h5,SOUJISW12CF4E09416,,Bizarre Inc,Miracle,Surprise,Bizarre Inc Miracle Surprise,Bizarre Inc,"[ 4.2010077e+02  1.3991000e+02 -9.0620003e+00  1.1000000e+01
  1.0000000e+00  4.0000000e+00  4.4528576e+01 -6.9659348e+00
  1.0753599e+01 -1.1250687e+00 -6.9390302e+00 -1.7245119e+01
  9.2983465e+00  6.9260321e+00  1.1277775e+01  1.7644509e+00
  6.8452299e-02  2.7065623e+00  4.6245079e+00  5.0641979e+01
  3.3931591e+01  2.4953003e+01  2.4543892e+01  2.4060488e+01
  2.3884254e+01  2.1153408e+01  1.8748772e+01  1.4939089e+01
  1.6051064e+01  1.3783752e+01  4.8979521e-01  4.7427085e-01
  3.2250366e-01  3.6571246e-01  3.7328020e-01  2.4974583e-01
  2.9342163e-01  1.7720079e-01  2.1394129e-01  2.3391795e-01
  2.3087324e-01  6.4626217e-01  2.7022129e-01  3.2568687e-01
  2.8004488e-01  3.1635046e-01  2.9813763e-01  2.3392594e-01
  2.3801681e-01  1.7904550e-01  2.3068467e-01  2.5692609e-01
  2.4309647e-01  3.8094974e-01]"
