z1,z2,z3,z4,z5,z6,z7,z8,weak_label,artist_name,title,release
-0.64411354,1.6329988,3.1204503,0.8091368,0.85120374,2.3870146,-0.9843331,-0.20853744,Jerry Yan,Jerry Yan,XI GUAN LIANG GE REN,My Secret Lover_ Jerry Yan
-0.54011464,0.06506361,0.4703437,-0.24036363,0.46538922,0.37852186,-0.076423764,0.1708826,Tommy James & The Shondells,Tommy James & The Shondells,Crimson And Clover,The Boat That Rocked
0.057912283,1.2443664,3.3972733,0.28673232,0.8148838,1.7474701,-1.0267369,-0.019571513,Marcus Miller,Marcus Miller,Outro Duction,Original Album Classics
0.87996954,-0.35771248,-0.56845576,-0.672952,-0.4128837,-0.9882323,0.56980574,-0.64351726,Charles Williams,Charles Williams,Barrage,Moods
0.9511018,-0.9410283,-0.1166671,-0.9982118,-0.019892672,-0.74697876,0.5543043,-0.25818825,Los Iracundos,Los Iracundos,Adios...Borron Y Cuenta Nueva,Discografía Completa Volumen 14
-0.97855556,-0.7602148,-1.1628263,-0.27218074,0.7276256,-0.83483565,0.6157983,0.7642969,Hevia,Hevia,San Xuan,Étnico Ma Non Troppo
1.4493124,-0.19989671,0.35900098,-0.8183461,-0.55685514,-0.7100422,0.15456514,-0.64672315,John And The Bluesbreakers Mayall,John And The Bluesbreakers Mayall,A Hard Road,PADLOCK ON THE BLUES
-0.24807864,1.6469905,2.7933216,0.780673,0.25179896,2.0322342,-1.0568389,-0.700635,Checkers,Checkers,Oh Oh Oh Baby,Flame In My Heart
2.3700247,1.3797532,3.1625214,-0.15983096,-1.1189355,0.70422685,-0.36970556,-1.8263758,Babbie Mason,Babbie Mason,Isn't That Just Like God (Low Key Performance Track Without Background Vocals),Isn't That Just Like God (Studio Track)
-0.09659292,0.4031758,0.73886186,-0.28858134,0.3369874,0.47860652,-0.14201312,0.07155144,The Grease Band,The Grease Band,Laughed At The Judge,Grease Band & Amazing Grease
-1.5906631,0.4571616,1.2164065,0.4283691,0.96642333,1.0677756,-0.43799713,0.6412457,Bally Sagoo,Bally Sagoo,Mele Wich Ayee (Shaan Remix),Wham Bam!! Bhangra Remixes
-0.79832834,3.1527174,3.6251817,2.0589185,-0.12635829,2.454189,-1.8684522,-1.7755188,Champion Jack Dupree,Champion Jack Dupree,Christina Christina Blues,Champion Jack Dupree Of New Orleans
-0.911042,0.07114731,-0.51091325,0.729108,0.16099308,-0.05019792,0.12675054,-0.17627029,Z.Z. Hill,Z.Z. Hill,Faithful and True (Collectors Version),The Brand New Z.Z. Hill
0.78645784,0.6386329,2.0742955,0.020486183,-0.228891,0.76496965,-0.12226121,-0.71294713,Benabar,Benabar,Le Zoo De Vincennes,Les Risques du Métier
1.5418772,1.2946749,0.7476831,0.92112976,-1.8255284,-0.35356423,-0.49586135,-2.4392154,John Michael Talbot,John Michael Talbot,Pass Through My Will,Master Collection_ Vol. 1
-1.5447375,1.2382872,3.5900886,0.91553247,1.0389878,2.3196902,-1.306808,0.31542116,Britney Spears,Britney Spears,Don't Go Knockin' On My Door,Oops!... I Did It Again
-2.219658,-1.7443186,-3.7595878,-1.1261938,2.3680062,-2.3199804,1.6502947,2.119582,Skeletonwitch,Skeletonwitch,Sacrifice for the Slaughtergod,Beyond the Permafrost
-2.38998,5.334441,8.94478,1.8846644,2.2693217,6.184715,-2.917324,-1.0763375,Blingtones,Blingtones,La boîte à hein biloute,Sonneries ch'ti By Blingtones
-0.9102939,-0.35097253,-0.084143855,-0.48675984,0.8630322,-0.04304315,0.20576653,0.7855826,Charlie Cruz,Charlie Cruz,Si No Te Hubieras Ido,Asi Soy
-2.6178083,-0.957988,-2.9707756,-0.51946026,2.4034102,-1.4429308,1.0143893,2.1202626,Kix,Kix,Cold Blood (LP Version),Blow My Fuse
-1.0007226,0.8201585,1.9818451,0.40714735,0.9384071,1.3181034,-0.5385709,0.29456207,Indigenous,Indigenous,Wanikaa (Featuring Abramz_ Krazy_ Lyrical G_ Saint Ca and Sylvester),Uganda
-0.17024769,0.9296033,2.1113696,0.3494529,0.42885098,1.4277914,-0.52741736,-0.30431864,True Believers,True Believers,I Worship You,Break Through
0.13788432,-0.5336019,-0.36146814,-0.44980046,0.27746835,-0.39325947,0.5644431,-0.162753,Los Abuelos De La Nada,Los Abuelos De La Nada,Lunes Por La Madrugada,El Album
-0.009364303,0.5279838,1.8866875,0.105540045,0.33810118,0.8106429,-0.42728344,-0.14500682,Slightly Stoopid,Slightly Stoopid,Jimi Baby,Winter Tour '05 - '06
-1.1120217,-0.28127658,-0.77948904,-0.14838457,0.5480867,-0.68467957,0.30806586,0.52439755,Maximilian Hecker,Maximilian Hecker,Full Of Voices,Live Radio Sessions
-1.8966342,-0.6647171,-1.5615511,-0.25059262,1.4048982,-0.6580897,0.49224272,1.3868904,Leroy Hutson,Leroy Hutson,More Where That Came From - Original,Leroy Hutson Selected Hits Vol. 2
0.11157937,-0.9623012,-1.6837624,-0.81848043,0.16044222,-1.4581541,1.0117275,0.12374018,Whitesnake,Whitesnake,Fool For Your Loving,Whitesnake's Greatest Hits
-0.78832555,-1.0730491,-2.0690517,-0.9678095,1.269421,-1.3526503,1.1172719,0.8025994,Semisonic,Semisonic,If I Run,20th Century Masters: The Millennium Collection: Best Of Semisonic
-2.406149,-0.5207895,-1.2736737,0.3165748,1.4762601,-0.30285823,0.46391946,1.2903138,Laid Back,Laid Back,Maybe I'm Crazy (Single original version_ 2008 Digital Remaster),Good Vibes - The Very Best of Laid Back
0.5124366,-0.35525405,0.09447684,-0.38518295,-0.2053252,-0.29813182,0.20371167,-0.2562432,Willie Clayton,Willie Clayton,Heart Of The City (Soul and R&B),Something To Talk About
0.31566533,-0.36865583,-0.0883125,-0.93903226,0.25116357,-0.490643,0.48150364,-0.05679914,Novaspace,Novaspace,Guardian Angel,Supernova
1.7558082,-0.3359625,1.0421747,-0.8797062,-0.92042893,-0.6221919,0.26374474,-0.92612463,Tom Barabas,Tom Barabas,Melodioso,Mosaic
-2.2423134,-1.5127987,-3.529106,-0.8141852,2.0099556,-2.1909053,1.5563432,1.9460891,Finntroll,Finntroll,Hel Vete,Nattfödd
-0.895333,-0.47572586,-1.2104445,-0.31566447,0.722377,-0.83183265,0.5231981,0.7577084,Carlos Ponce,Carlos Ponce,Escuchame,La Historia
-1.0623844,0.6695979,2.2819564,0.087811254,1.01373,1.6515617,-0.4962352,0.39765552,Colin James,Colin James,Sending A Message,Traveler
0.6295847,0.6614219,0.9891894,0.2382749,-0.7176746,0.09421608,0.044939198,-1.1455299,Marlene Dietrich,Marlene Dietrich,Auf Der Mundharmonika,The Essential Marlene Dietrich
-0.90522,1.1554953,3.1236322,0.70132244,0.70602345,1.7271229,-1.2923807,0.211341,Pinchers & Ganglords,Pinchers & Ganglords,Girls Girls,Burnin up
-1.1089071,0.7704302,1.2941728,0.60896194,0.42054775,1.0145733,-0.6277334,0.19635393,Ziggy Marley And The Melody Makers,Ziggy Marley And The Melody Makers,6 6 6,Hey World
-1.2704448,-0.48035973,-0.6854335,-0.39607552,1.415894,-0.1593532,0.4432915,1.0713735,John Mayer,John Mayer,Something's Missing,Any Given Thursday
1.3673044,-0.37870914,0.58874124,-0.83411497,-0.690536,-1.0293561,0.10835834,-0.5491753,Frederik,Frederik,Dornröschen war ein schönes Kind - Karaoke,Kinderlieder Vol.2
-0.60936546,1.0483828,3.2102973,0.5614565,0.49600464,1.4964572,-1.1146058,0.14416061,Willie Clayton,Willie Clayton,Wiggle (Soul and R&B),The Little Giant Of Soul
0.011224188,-0.5407305,-0.4646043,-0.56203175,0.16127126,-0.7586107,0.48120716,0.10611467,Emeneya,Emeneya,Maloba pamba,Nouvel ordre
0.47231984,-0.71443295,-0.9057989,-0.9980953,0.1976794,-1.1819949,1.0517875,-0.38663024,Dropline,Dropline,Weight Of The World (Album Version),You Are Here
1.6826097,0.47095725,0.76962405,-0.3758058,-0.78782326,-0.2808254,0.0010606609,-1.3998915,Furry Lewis,Furry Lewis,Judge Boushay Blues,Furry Lewis
-2.0710015,-0.7099397,-1.6151056,-0.6214655,1.6530501,-0.79180515,0.789546,1.5326883,Cancer Bats,Cancer Bats,Sabotage,Sabotage
0.50833535,0.9983518,1.8693831,-0.03674566,-0.29823607,0.97260034,-0.5130644,-0.57923865,Roy Rogers,Roy Rogers,My Heart Went That-A-Way,Classic Country Vol 1
0.3488502,0.31807998,0.09568654,-0.15655467,-0.28552797,-0.47631606,0.118472785,-1.0713551,Alexandre Desplat,Alexandre Desplat,The Epi-Pen,Firewall
1.1350331,-0.53301084,0.21131721,-0.7124718,-0.5381485,-0.719571,0.36623982,-0.559339,Biddu,Biddu,Baat Ban Jaye,Qurbani
0.6114283,1.5599627,2.0040889,0.6921433,-0.94778675,0.6366423,-1.0998584,-1.4173849,Uman,Uman,People of cloud nine,You Are Here
3.3833005,0.08118658,2.0730247,-0.6598099,-1.5127078,-0.3384533,-0.04746872,-2.036501,Lara & Reyes,Lara & Reyes,Away In A Manger,Navidad
-1.3803817,-0.22696216,-0.27517498,-0.30563033,0.9690816,0.19385436,0.29841334,0.585458,George Lopez,George Lopez,Mas P**' (America'S Mexican),America's Mexican
0.7156698,2.4533617,4.6855807,1.1886472,-0.26693305,2.8714278,-1.5411972,-1.2322543,Miriam Yeung,Miriam Yeung,Shang Zhui Ren,Miriam Xin Chang Jin Pai Jin Qu
-1.3690327,-0.8148352,-0.7572067,-0.5601956,1.0558947,-0.67779446,0.62290317,1.0799291,Shakira,Shakira,Loba,Loba
-0.7048206,1.0062591,3.012527,0.30004025,0.87548435,1.6994715,-0.835123,0.055124003,DJ Quik,DJ Quik,Pacific Coast Remix,Trauma
0.52476066,2.2665744,3.127129,0.99200547,-0.75062346,1.6795195,-1.0298033,-1.8282249,Sophie Tucker,Sophie Tucker,Complainin',Aren't Women Wonderful
-1.295104,0.2400744,0.80089545,0.084460385,0.8889687,0.44945464,-0.3721979,0.89480704,Pyranja,Pyranja,Nordcore,Frauen & Technik
0.0039728517,-0.48724487,-1.5100279,-0.71051997,0.5043799,-1.1738293,0.6931263,0.27133396,Conway Twitty,Conway Twitty,Big Train,Conway Twitty's Big Train
-1.1342231,-0.020351876,1.0927554,-0.16488048,0.9462928,0.78384537,-0.16261792,0.81884897,Agency 1.9.9.4,Agency 1.9.9.4,The Prayer - Feat. T.O. & Timberly K. Simmons,Undergrounds Series Vol. 1: Dayz Of Our Livez
-1.3629944,0.3047128,0.9383778,0.31814015,0.9640875,0.68500054,-0.4225886,0.8844425,Blackalicious,Blackalicious,Rock the Spot,A2G EP
-0.335905,0.40786555,1.279339,-0.1589787,0.61010313,0.60205853,-0.28943032,0.15924872,Wyclef Jean featuring Butch Cassidy and Sharissa,Wyclef Jean featuring Butch Cassidy and Sharissa,You Say Keep It Gangsta,Masquerade
-1.2214098,0.48034558,2.0434575,0.07947553,1.1402553,1.2344774,-0.36268878,0.6943892,Ben Watt feat. Estelle,Ben Watt feat. Estelle,Pop A Cap In Yo' Ass,Outspoken Part 1
-0.48163846,1.498278,4.310903,0.6825471,0.5118096,2.2348864,-1.3486971,0.04119863,Naughty By Nature,Naughty By Nature,Swing Swang,Icons
1.8004707,0.94876266,1.4837774,0.31478873,-1.5252423,-0.07086574,-0.23885123,-1.9781188,Aurélien Merle,Aurélien Merle,C'est Dimanche,Le Jeu des Balcons Mal Fermés
-0.19426404,-1.1873198,-1.7701726,-1.1693461,1.0815773,-1.107855,1.0294331,0.48327258,Far Too Jones,Far Too Jones,Use Me,Deep 2
-1.2228897,-0.28391406,-0.65747476,0.22151333,0.7185082,-0.24721365,0.1607383,0.7116687,Jenney,Jenney,Gib deinem Herzen ein Zeichen (Radio Mix),Gib deinem Herzen ein Zeichen
0.4809465,-0.47557256,-0.71853304,-0.75344235,0.020547275,-1.1801276,0.74100125,-0.30410692,R.E.M.,R.E.M.,So. Central Rain (2006 Digital Remaster),And I Feel Fine.....The Best Of The IRS Years 82-87
-0.43143657,0.7226298,1.5094327,0.71274257,-0.40144688,0.46547782,-0.48505276,-0.72972244,Los Gaiteros de San Jacinto,Los Gaiteros de San Jacinto,El Corcovado (The Wood-Quail),Un Fuego De Sangre Pura:  Los Gaiteros de San Jacinto from Colombia
-2.490005,-1.7627003,-4.0205774,-1.070029,2.51047,-2.3910477,1.6667777,2.1475968,King Diamond,King Diamond,The Portrait (Live) (Reissue) (Album Version),In Concert 1987 - Abigail
-1.4347287,-0.09110149,1.7066046,-0.5296842,1.1307931,0.9835,-0.07666828,1.019335,Shamen,Shamen,Destination Eschaton (Hardfloor Vocal Mix),Hystericool: The Best of the Alternate Mixes
-1.062917,2.0955245,5.2666216,1.0551476,0.9666403,2.860145,-1.7233182,-0.46859825,Mighty Diamonds,Mighty Diamonds,In De Dance Again,Bust Out
0.72037315,0.51731986,0.55527514,0.18118712,-0.6887049,-0.097485684,-0.14110735,-1.0836117,Pablo Montero,Pablo Montero,Aquel Mundo De Amor,Donde Estas Corazon
-0.3117486,-0.47983548,0.04858799,-0.5292403,0.62495846,0.13490795,0.40321168,0.3457276,Atomic Rooster,Atomic Rooster,Living Underground,The Greatest Hits - Vol. 1
-0.89829415,-0.44234762,-0.7918762,-0.14857507,0.32940924,-0.3968203,0.42290586,0.41973522,Lincoln Center Jazz Orchestra,Lincoln Center Jazz Orchestra,Chinoiserie,Live In Swing City- Swingin' With Duke
-0.50607866,1.1966065,1.688259,0.9019176,0.22907905,1.3035088,-0.81454813,-0.24193467,Ray Boltz & Steve Millikan,Ray Boltz & Steve Millikan,Perfect Tree,16 Great Christmas Classics Volume 3
-1.7757905,-0.8457891,-1.9915342,-0.6997466,1.6888255,-1.0906698,0.9641441,1.2807729,Simple Minds,Simple Minds,Careful In Career,Sons And Fascination/Sister Feelings Call
-0.1640054,0.29904044,1.0520611,-0.16286638,0.32416826,0.5375883,0.18135548,0.02563024,J. B. Lenoir,J. B. Lenoir,I'm in Korea,If You Love Me
-0.43814224,-0.1511902,-0.97093046,-0.27043653,0.19052885,-0.6230916,0.49133638,0.047316376,Herbert  von Karajan,Herbert  von Karajan,Oedipus Rex_ Atto Secondo: Divum Jocastae Caput Mortuum (Messaggero_ Coro) (Stravinsky),Karajan: Stravinsky - Oedipus Rex; Bruckner - Te Deum
-2.17218,-0.8782575,-0.41259766,-0.7963639,1.8918264,-0.21019147,0.29962677,1.8330436,Rihanna,Rihanna,Don't Stop The Music,Just Dance
-0.88085014,0.4663731,0.37258855,0.34297666,0.2757902,0.38532102,-0.122575715,-0.042071726,Fuzz,Fuzz,De pie,Uno
-2.1291852,-1.4952104,-3.31991,-0.9796116,2.187358,-1.8827736,1.4324039,2.0126026,Dokken,Dokken,Disease,Lightning Strikes Again
-0.24098906,-0.60280013,-1.5706527,-0.59808487,0.3462917,-1.1728398,0.66307837,0.338322,Ionics,Ionics,Roll Back The Rug,Doo-Wop Classics Vol. 10 [Musicnote Records]
0.11478694,0.7902601,1.6769838,0.34961763,0.1501675,0.86011946,-0.43330383,-0.43191826,Top Of The Poppers,Top Of The Poppers,Money Money Money,Knowing Me Knowing You
-1.3474268,-0.14423272,0.12914464,0.11554129,0.7961268,0.056716546,0.07200658,0.6821122,The Winans,The Winans,Free (Album Version),Return
0.7756856,1.123892,3.685125,0.30856004,-0.010218494,1.4847476,-1.0346639,-0.6971615,Paulette Tajah,Paulette Tajah,Jealousy,Strictly Vocals 2
-1.2812685,-1.1277978,-2.1871502,-0.7954203,1.3098726,-1.3631158,0.94615626,1.2023408,Republica;Jonny Male;Dave Arch,Republica;Jonny Male;Dave Arch,Ready To Go,Republica
-2.065145,-0.88988286,-2.5860996,-0.33194393,1.6259328,-1.3633575,1.0443082,1.5553309,Guns N' Roses,Guns N' Roses,Mama Kin,Lies / Appetite For Destruction
-2.067419,0.45551065,2.0512412,0.28674325,1.6090132,1.3581251,-0.69096,1.1216303,Fat Joe,Fat Joe,Bust At You [featuring Baby_ Scarface & Tony Sunshine] (edited album version),Loyalty
0.17154658,0.11152431,-0.6090708,-0.096346796,-0.32170457,-0.8524417,0.44369382,-0.6548336,Skrape,Skrape,Searching For Home,Up The Dose
1.109138,3.2622051,5.3446918,1.4320523,-0.7062122,3.025134,-1.9718038,-2.1055777,Curt Bois,Curt Bois,Reg mich nicht auf_ Johanna,Gassenhauer
1.4978745,1.0259649,2.1379526,0.40160644,-1.3196601,0.36561406,-0.56558144,-1.8257642,Céline Dion,Céline Dion,The Reason I Go On,Taking Chances
1.7752577,1.3998672,2.9690661,0.42166013,-1.1491824,0.99385184,-0.77881336,-1.8973547,Pee Wee King,Pee Wee King,Where Were You Last Night,Pee Wee King's Country Hoedown
-0.22514202,-0.8033807,-0.8376142,-0.76395977,0.69447917,-0.5522397,0.64891547,0.3380941,Flávio José,Flávio José,É Sempre Assim,Me Diz Amor
-0.012032894,-0.6373913,-0.53476334,-0.75635165,0.38642868,-0.59199506,0.7916935,-0.0014631413,Silverchair,Silverchair,Cicada,Frogstomp
-2.2097058,-1.2123221,-2.4337106,-0.4340423,1.8079102,-1.3238443,1.0944618,1.6261061,Metallica,Metallica,The End Of The Line,Broken_ Beat & Scarred
-0.5312069,-0.5416393,-1.6606576,-0.92055166,1.0848018,-1.174423,0.6998503,0.817033,Rancid,Rancid,LA River (Acoustic),Let The Dominoes Fall
-2.248379,0.031959724,-0.5734254,0.2577276,1.0162352,-0.1428139,-0.091422856,1.3224286,Brian Auger's Oblivion Express,Brian Auger's Oblivion Express,Inner City Blues (Alternate Mix) (Bonus Track),Closer To It!
-0.86504716,-0.7660705,-1.8668753,-0.4510971,0.8739959,-1.4661347,0.92663515,0.7101873,Primordial,Primordial,Empire Falls,All Empires Fall
-0.23091802,-1.0231357,-1.9713488,-1.0259978,0.66250575,-1.4600815,1.0644139,0.33364066,Chelsea,Chelsea,Right to Work (Live),Punk In London
-1.9985464,0.47993407,1.2914261,0.36979425,1.4829761,1.1911075,-0.46359926,0.98108894,Sizzla,Sizzla,Princess Black,Black Woman And Child
0.89157313,0.2100608,0.7760959,-0.080104515,-0.4616621,-0.098999225,0.016528592,-0.75212425,Bersuit Vergarabat,Bersuit Vergarabat,Bolero Militar,Don Leopardo
0.45141062,-1.2659714,-2.0004628,-0.91877276,-0.14429109,-1.9908485,1.0176905,0.18817273,Casiotone For The Painfully Alone,Casiotone For The Painfully Alone,Rice Dream Girl,The First Two Albums
1.1387705,-0.11752777,0.8193046,-0.1745927,-0.61135757,-0.2518086,0.15607937,-0.88583726,Rainer Bielfeldt,Rainer Bielfeldt,No more going home,Alles nur ein Traum
2.4172432,1.3414043,2.86776,0.10133963,-1.5056897,0.5787221,-0.52738065,-2.1746755,Ann Hampton Callaway,Ann Hampton Callaway,Time After Time,After Ours
-0.46537772,-0.585291,-1.2729106,-0.6945094,0.55207247,-0.9549225,0.78392327,0.3364395,Mando Diao,Mando Diao,Misty Mountains,Never Seen The Light Of Day -Deluxe Version
0.11262131,-0.34526405,0.30291134,-0.61641866,0.532094,0.13203849,0.43364495,0.039942663,Donnie McClurkin,Donnie McClurkin,All I Ever Really Wanted,Donnie McClurkin... Again
-0.256889,-0.73895216,-1.4194616,-1.0849807,0.75108826,-1.2996136,0.6251159,0.54582566,NewFound Road,NewFound Road,Brand New Broken Heart,Same Old Place
-0.054877233,-0.24605854,0.1980376,-0.50277513,0.2843643,-0.30678412,0.38494956,0.15360759,Vilma Palma e Vampiros,Vilma Palma e Vampiros,Te quiero tanto,Lo Mejor De Vilma Palma
0.6413055,0.31750244,0.66706514,-0.13615161,-0.5562692,-0.22505929,0.13664192,-0.89576626,Ray Conniff,Ray Conniff,Yesterdays,The Hollywood Collection
0.3173105,0.051200215,0.54196846,0.08272847,-0.3490758,-0.054343253,0.26890317,-0.53000665,Nelson Ned,Nelson Ned,Mi Sangre Latino,Selecao De Ouro Vol.2
-1.111284,-0.38185424,0.55202466,-0.3922076,1.3416264,0.53236544,0.26028433,0.8992608,Madilu System,Madilu System,Vincent,La Bonne Humeur
-3.1430998,-1.2937924,-3.3194358,-0.5350286,2.2481973,-1.7279003,1.1751813,2.3984697,Set Your Goals,Set Your Goals,the fallen...,This Will Be The Death Of Us
-0.2592249,-1.0271071,-1.5646961,-1.1386511,1.1786939,-1.0438808,0.9564763,0.57693434,The High Strung,The High Strung,The Lifestyle That Got Away,Ode to the Inverse of the Dude
-0.7723575,0.82237667,2.3044286,0.83865106,0.6866601,1.5994828,-0.7109113,0.2014303,Lost Boyz,Lost Boyz,Get Your Hustle On,Love_ Peace & Nappiness
-3.9389002,-2.1726937,-3.5091882,-0.9799395,2.962101,-1.6353632,1.4701223,2.8801491,Nic Endo,Nic Endo,Future Prospects,White Heat
-1.4541327,-0.8853278,-2.0071192,-0.5950774,1.4316685,-1.114825,1.016672,1.0818394,Dropkick Murphys,Dropkick Murphys,Skinhead on the MBTA (Album Version),Do Or Die
-0.06143431,-0.6837431,-0.5643947,-0.81632316,0.4925152,-0.36757472,0.6886648,0.14069162,Kim Wilson,Kim Wilson,Love Attack,Lookin' For Trouble!
-2.3256996,-1.2408012,-2.8721583,-0.69266385,2.0986214,-1.7705572,1.0983644,2.106243,Daath,Daath,Above Lucium (LP Version),The Hinderers
-1.3915505,-1.4462796,-2.3875697,-1.0612522,1.6202542,-1.4300568,1.2611138,1.2129176,Suicidal Tendencies,Suicidal Tendencies,Human Guinea Pig,Join The Army
-0.7781148,0.44204223,0.18336484,0.62381905,-0.049020298,0.1271935,-0.17273316,-0.18114206,Bobby Vee,Bobby Vee,Wink Of An Eye,Just Today
-0.09133762,-0.44026643,-0.6068369,-0.9156955,0.67380226,-0.48282114,0.5106942,0.33984855,Bill & Gloria Gaither,Bill & Gloria Gaither,Awesome God,Israel Homecoming
-1.8337399,-0.35387826,-1.2038496,0.014751077,1.1145334,-0.44141975,0.44543603,0.89617467,Jennifer Brown,Jennifer Brown,Naked,Vera
0.32383284,1.5149776,1.5062431,1.1955105,-0.91840535,0.8560962,-0.9324048,-1.3107208,Jean Lumière,Jean Lumière,Le temps des cerises,The Greatest Hits from 40's and 50's_ Vol. 66
-1.1786554,-0.3802003,-0.6954382,0.056513064,0.7680639,-0.10508799,0.0654522,0.7961612,Elephant Man,Elephant Man,Loud And Clear,Riddim Driven: Power Cuts
-0.25697982,-0.6218509,0.06585537,-0.6351012,0.51914936,-0.17765665,0.35318756,0.32896033,Alain Souchon,Alain Souchon,J'veux Du Cuir (Live),C'est Déjà Ça / Nickel
-0.3389521,0.23873469,0.7920367,-0.050653465,0.34268823,0.30441177,-0.114154235,0.21530597,Pepper,Pepper,Freeze,Pink Crustaceans and  Good Vibrations
-1.7623589,-0.377736,-1.103812,-0.016619332,1.0524234,-0.6109573,0.3850951,1.201359,Peggy Zina,Peggy Zina,Alli Mia Fora,Trexe
2.299577,0.7669876,2.8228378,-0.37930015,-0.7012146,0.5628866,-0.17675585,-1.7994859,FIR,FIR,Lydia [Piano Version],F.I.R.
-0.27655888,0.5564802,1.7669353,0.16767621,0.19468264,0.9498814,-0.4419043,-0.11602421,Eric Champion,Eric Champion,Dress Me Up,Vibe Central - The Essential Remixes
-1.8796307,-0.41847786,-1.3507361,0.058231212,1.5273015,-0.38547802,0.3727646,1.0391499,Zeltinger Band,Zeltinger Band,Wo bleibt die Mark?,Rares für Bares 2004
-1.3257922,0.66614044,0.4632301,0.75847226,0.33752728,0.64985716,-0.37373793,-0.1571348,Bebe Winans,Bebe Winans,Love Thing,Live Up  & Close
1.121141,-1.0315657,-0.7507457,-1.2869761,0.024912369,-1.3806529,0.92296386,-0.643871,Penguin Café Orchestra,Penguin Café Orchestra,Bean Fields (Live) (2001 Digital Remaster),A Brief History
-0.8710028,0.41992992,0.59869546,0.0075672567,0.40820298,0.112761825,-0.26942787,0.36414388,Colombiafrica - The Mystic Orchestra,Colombiafrica - The Mystic Orchestra,Sambangole / Tres Golpes Na' Mas,Voodoo Love Inna Champeta Land
-1.7005254,-0.6917243,-1.7612517,-0.3345077,1.2951597,-1.1815656,0.91069424,1.1898031,Red Hot Chili Peppers,Red Hot Chili Peppers,Naked In The Rain (Album Version),Blood Sugar Sex Magik
-0.8481241,-1.2790973,-3.4050329,-0.8148733,0.9264747,-2.5992484,1.5222944,1.0212076,The Kitchen,The Kitchen,Who Are You?,Foreign Objects
-1.2919049,-1.1261246,-2.5703828,-0.7452056,1.4357591,-1.7529875,1.2236717,1.340345,Statues,Statues,There Are Things I Think You Should Know,Aux
0.4438051,-0.55554587,-0.31309018,-0.58091444,-0.047558837,-0.7540263,0.39882877,-0.19828397,Jonny Lang,Jonny Lang,The One I Got,Long Time Coming
-2.1444144,1.3863584,2.9936128,0.7609244,1.4682626,2.0000854,-1.0661839,0.81379646,Cam'Ron / JR Writer,Cam'Ron / JR Writer,Shake,Purple Haze
-1.8194093,-1.2262983,-2.6845567,-0.6437249,1.9424014,-1.3004408,1.2293385,1.4815867,Novembre,Novembre,Triesteitaliana,The Blue
-0.33138865,0.90954906,2.0032952,0.15531641,0.3865805,1.1969854,-0.45294416,-0.11700606,X-Raided,X-Raided,Thug Queen,The Unforgiven_ V.2: Assisted Suicide
-0.19008645,1.2833332,3.601349,0.33286208,0.71054745,1.9897691,-1.0364037,-0.14074036,Cornell Campbell,Cornell Campbell,Give Your Love To Me,Tell The People
-0.8302185,-1.1776389,-1.627832,-1.01022,1.3247263,-0.9869655,1.1165178,0.82699245,Donna The Buffalo,Donna The Buffalo,Tides Of Time,Live From The American Ballroom
-2.0634418,-0.7934499,-1.8790797,-0.15094686,1.3512335,-0.89015496,0.6878214,1.4747758,Tesla,Tesla,So What!,Alive In Europe!
-0.9330863,0.48567697,0.7751345,-0.05551695,0.52001363,0.5283809,-0.2026632,0.33285823,ÄI-TIEM,ÄI-TIEM,Kleina Wixa,Wenn hier einer schießt_ dann bin ich das
0.76894176,-0.12974632,-0.13609433,-0.7043458,-0.32213694,-0.91615975,0.30239084,-0.4782088,Little Feat,Little Feat,Down On The Farm (2006 Remastered Edit Version),The Best Of Little Feat
-0.4160024,2.0852528,5.46832,0.6939742,1.2902613,3.1068764,-1.6589502,-0.08836615,Mikey Dread,Mikey Dread,Two Track Dub (Dub / Instrumental Reggae Music),Dub Catalogue
-0.8340375,0.29107118,-0.50902605,0.5519803,0.09263353,-0.3014641,0.09167158,-0.086005464,Alberto Cortez,Alberto Cortez,Distancia,Colección Diamante: Alberto Cortez
-1.1173904,-0.5157781,-1.4582527,-0.44967377,0.860199,-0.88978475,0.63667864,0.8646527,Conjunto Mar Azul,Conjunto Mar Azul,Papel Quemado,En Vivo
-1.8410134,-0.98366404,-2.041463,-0.46628964,1.474086,-1.1911285,0.8447288,1.495805,Death From Above 1979,Death From Above 1979,Romantic Rights,You're A Woman_ I'm A Machine
1.9755967,1.190616,3.087242,0.19666895,-0.9939248,0.65132546,-0.28975192,-1.6361763,Foo Fighters,Foo Fighters,If Ever,The Pretender
-0.4355128,-0.16623019,-0.3603859,-0.038100325,0.2155231,-0.33830732,0.2865193,0.0382748,Eyehategod,Eyehategod,Left To Starve,10 Years Of Abuse And Still Broke
-0.67410785,-0.40960398,-0.6212125,-0.559711,1.134123,-0.33147672,0.52349305,0.6312129,Mal De Ojo,Mal De Ojo,Lekeitio,Mestijaia
-0.37420788,0.32098734,0.25214842,0.15061122,-0.06828901,-0.20329268,-0.13054669,-0.16506192,Edmundo Ros,Edmundo Ros,The Wedding Samba,Doin' The Salsa - The Very Best Of Edmundo Ross
1.0560335,-0.56292343,-0.025266208,-1.068238,-0.28322038,-0.73453623,0.49262115,-0.56950355,The Antlers,The Antlers,Stairs To the Attic,In the Attic of the Universe
