track_id,track_name,track_artist,playlist_genre,playlist_subgenre,language,encoded_genre,genre,kmeans_cluster
0Vc3nfRMdvY5iX6AHVWSMN,It's All on U - T-Mass & LZRD Remix,ILLENIUM,rap,trap,en,4,rap,1
0vek0LcCbvcMtj0GkXMMJy,Do You Want To,Franz Ferdinand,rock,permanent wave,en,5,rock,1
0VETcdLJtf6qpkj7aKPBJ9,Get Lost - Ford. Remix,Bearson,edm,electro house,en,0,edm,2
0vFOzaXqZHahrZp6enQwQb,Money,Pink Floyd,rock,classic rock,en,5,rock,3
0vftzDteohY2egCL4BDx60,Get up on It (feat. Kut Klose),Keith Sweat,r&b,new jack swing,en,3,r&b,5
0vg4WnUWvze6pBOJDTq99k,You're Beautiful,James Blunt,rock,album rock,en,5,rock,2
0vg6ueDexrELdda2VyFlCN,Surfer Joe - Hit Version,The Surfaris,rock,hard rock,en,5,rock,5
0VgkVdmE4gld66l8iyGjgx,Mask Off,Future,pop,electropop,en,2,pop,0
0VGrgE7GbWaINRnh1bR4k9,Clarity,Zedd,latin,latin hip hop,en,1,latin,3
0VhgEqMTNZwYL1ARDLLNCX,Can I Be Him,James Arthur,r&b,urban contemporary,en,3,r&b,5
0VhhaYztcRWc7PEjJCjr1g,Ruby,Kaiser Chiefs,rock,permanent wave,en,5,rock,1
0vhJulS8V02SDpBTY2XQjI,Gothersgade,Artigeardit,rap,hip hop,da,4,rap,4
0viHtyuhVNnkIACRjh08N4,Recognize (feat. Ashe),Win and Woo,pop,indie poptimism,en,2,pop,1
0viNo3zi6rOaYr7wZwhH2a,Si No Te Quiere (feat. D.OZi),Ozuna,latin,latin hip hop,es,1,latin,5
0vIx1UujIOIF512NlNDm5k,Caile,"Tito ""El Bambino""",latin,reggaeton,es,1,latin,5
0viZ7D81W8pD65TkzaFkXT,Love Is A Battlefield,Pat Benatar,rock,permanent wave,en,5,rock,5
0VL2zZ9Tt10nHFhG7Ks0n0,The Future Never Dies,Scorpions,rock,hard rock,en,5,rock,1
0VLETiR8ft4wZHlCQf3UAf,Freefall,Camel,rock,album rock,en,5,rock,3
0vlgb85Gh0Acih48xPyrae,Better Man,Courteeners,rock,permanent wave,en,5,rock,1
0VLzsKvDxmQB5FfeKHDOJQ,Roll With It - Explicit Album Version,Three 6 Mafia,rap,southern hip hop,en,4,rap,5
0vlZXy3h1sJgrLiMyzhQ1U,Mi Gente - Hardwell & Quintino Remix,J Balvin,edm,big room,es,0,edm,4
0vM2JGnMt1wBsufvvVrgDi,Bitch Please II,Eminem,rap,gangster rap,en,4,rap,5
0VMGij4wSGBM5pSTcqjxeD,Sea of Love - 2006 Remaster,The Honeydrippers,rock,album rock,en,5,rock,5
0VMipILpCmHIaKhzUIY8FW,Bon Appétit (feat. YA-LE) - Noizu Remix,Shaun Frank,edm,electro house,so,0,edm,3
0vNdaYu1MDw6ykRsce4NAc,Ghost Ranch,Upchurch,rap,southern hip hop,en,4,rap,5
0VnpSZutFXt3MP4R2shCTl,Calm Like A Bomb,Rage Against The Machine,rap,southern hip hop,en,4,rap,0
0vnrhysrKKRdNYFKLAGzRc,"Loca (feat. Duki, Cazzu)",Khea,rap,trap,es,4,rap,5
0vnzk4L0JyMODSqLp3pHwo,Virtual Diva,Don Omar,latin,reggaeton,es,1,latin,5
0vOkmmJEtjuFZDzrQSFzEE,Hit Me With Your Best Shot,Pat Benatar,rock,album rock,en,5,rock,5
0VOsR3sEACivA46VDuaLai,Samurai,Vanic,pop,indie poptimism,en,2,pop,1
0vpBmYdeqltCcOpufZCLcx,Lights On,Izzy Bizu,r&b,urban contemporary,en,3,r&b,5
0vPkRB52RENZMpHybpFKYK,Brand New Numb,Motionless In White,rock,hard rock,en,5,rock,1
0Vqap6DWhvILPwGvbtlUi5,The Rhythm,Kwame,rap,southern hip hop,en,4,rap,0
0VqaYqxwDoT9jZYCb4tGcI,Exterminate,Pegboard Nerds,edm,electro house,en,0,edm,1
0VQUyufAldw4Eitv71TPmg,Crying In The Sun,Faustix,pop,dance pop,en,2,pop,5
0vqV7lfbSZ5QDs9qgw3PKZ,The Return Of The Giant Hogweed - Digital Remastered 2008,Genesis,rock,album rock,en,5,rock,3
0vqWlRxvhBmYkfj8UOTjmH,Amor Loquito,Josue Diaz,latin,latin pop,es,1,latin,5
0vrmHPfoBadXVr2n0m1aqZ,Heaven,Avicii,pop,dance pop,en,2,pop,5
0vrsZtoe8dEtuR4tbcUGsk,Cadillacs & Chevys,Jarren Benton,r&b,urban contemporary,en,3,r&b,5
0vSiz90JRxvYsbCTx84oVM,Gimme Three Steps,Lynyrd Skynyrd,rock,classic rock,en,5,rock,5
0vsRt9W2VisbZW6mqqjbp8,Turn Back The Clock,Johnny Hates Jazz,rock,permanent wave,en,5,rock,5
0VSzREd1OjEWJ9tXoFHRQH,Those Kinda Nights (feat. Ed Sheeran),Eminem,r&b,hip pop,en,3,r&b,0
0Vth3l4XAo8hNYmxjzhr2y,On And On,Stephen Bishop,rock,classic rock,en,5,rock,2
0vti3nT1A5mKi1kgIu0ceg,Guzman,Gringo,rap,gangster rap,de,4,rap,4
0vtxnsqQPd3ctEOq20U8q0,Why,anders,rap,gangster rap,en,4,rap,5
0VtxQUpwnkeedz0QhhuOgA,GUMMO,6ix9ine,rap,gangster rap,en,4,rap,4
0VU7avDE4OZ36oVmLPSEZA,Seaside Rendezvous - Remastered 2011,Queen,rock,album rock,en,5,rock,1
0vue3o9sYZZuZJOHg0RIPJ,That's My Attitude,Troop,r&b,new jack swing,en,3,r&b,4
0vuEcIoQfIs5fAiUJ8qZhv,Take Over,Gavlyn,r&b,urban contemporary,en,3,r&b,4
0VughFCmfCAbSPwfAUNWeU,BIG Dreams,blackwave.,r&b,neo soul,en,3,r&b,1
0vUhboOWxdj97denl4T91p,No Teeth,gizmo,rap,gangster rap,en,4,rap,0
0vUhEAJIaTGqBJfDsOZoNt,Pensare Male (con Elodie),The Kolors,r&b,hip pop,it,3,r&b,4
0VUu4aOkISfhLkdio5ZgKf,Flavour,Room Eleven,r&b,neo soul,en,3,r&b,2
0Vwfd6fxFrL3kCnZSJ9vid,Sloppy Seconds,Watsky,pop,indie poptimism,en,2,pop,5
0VwNdo84DaVYLIkbVO86ND,We Are Never Ever Getting Back Together,Taylor Swift,pop,post-teen pop,en,2,pop,5
0VXinRGqxFxr1BKrOrC9pP,Make It Out Alive (feat. SiR),Nao,r&b,urban contemporary,en,3,r&b,2
0vXVI7kPKK2p6XO4rybEHC,Purpose (feat. G Herbo),Calboy,r&b,urban contemporary,en,3,r&b,0
0VYQK5I08homNvX8SRS37R,Heroes (we could be),Alesso,edm,big room,en,0,edm,5
0vZCG0H9KhtU7K8MEUVAoV,Tsunami,DVBBS,edm,big room,sw,0,edm,3
0VzzzYWjBWofMsSB77pDo4,Lush Life,Zara Larsson,pop,indie poptimism,en,2,pop,5
0w1ZtnzQmtmuuoKxHT0pLL,Summer Games,Drake,r&b,urban contemporary,en,3,r&b,2
0W2mz7mvaBaEsC4rmoRNPn,Slam,Onyx,rap,southern hip hop,en,4,rap,0
0W2pKKNHnfZZgcAxDPW0hy,Sofia,Alvaro Soler,latin,latin hip hop,es,1,latin,5
0W363qrIc4GwuwOqa0WAEO,Nobody Compares To You,Gryffin,pop,electropop,en,2,pop,5
0W4Kpfp1w2xkY3PrV714B7,Ho Hey,The Lumineers,latin,latin hip hop,en,1,latin,2
0W4NhJhcqKCqEP2GIpDCDq,Love,Keyshia Cole,r&b,urban contemporary,en,3,r&b,5
0w5Bdu51Ka25Pf3hojsKHh,Hard Times,Paramore,r&b,hip pop,en,3,r&b,5
0W5M10Od3wY9GnS3MVa8x7,Auditorium,Mos Def,rap,gangster rap,en,4,rap,0
0W79y7M0f7qbaIpYCJ6wWO,Hail Mary,2Pac,rap,gangster rap,en,4,rap,4
0W7AbEauB7cP4pidLclApe,Hunger Strike,Temple Of The Dog,rock,permanent wave,en,5,rock,3
0W7iVjbLbE9yDDBeV45mAI,Ebbe & Flut,Gzuz,rap,gangster rap,de,4,rap,0
0W8NvcMsIuygeFnfNz2KnC,Lo Que Te Di,Marc Anthony,latin,tropical,es,1,latin,5
0W93r1OgMHtSrje2YeyBkV,Girlfriend - Single Version,Bobby Brown,r&b,new jack swing,en,3,r&b,1
0W9E3s2G4szLUwXsE17x5E,Beach Ballin' (feat. blackbear),Yung Pinch,rap,hip hop,en,4,rap,4
0W9Xvd4Qx1aZPxEi94vgRY,Sound of Madness,Shinedown,rock,hard rock,en,5,rock,1
0WbC8ZtigbvR3AgFtk0HPd,Niykee Heaton (Fawks Remix),Brewski,rap,southern hip hop,en,4,rap,5
0wbnC9AUenxp613TYaJsGK,Narcos,Migos,r&b,urban contemporary,en,3,r&b,5
0wC3htGCqRNJkk26zJG4vF,Where Would You Be,Yaw,r&b,neo soul,en,3,r&b,2
0wcvsHMMrwA1Ah47RDJpdj,Farak,DIVINE,rap,hip hop,id,4,rap,4
0wdaPticLmmqJdhgLDJ9zI,Who Can I Run To,Xscape,r&b,urban contemporary,en,3,r&b,2
0WDAYiPgyIlAEaZ6sMR5T8,Te Quiero un Poco,Carlos Sadness,latin,tropical,es,1,latin,4
0wDEiGfq4pw7FAkYKpkwMo,Trojans,Atlas Genius,rock,permanent wave,en,5,rock,5
0wDEs6WvqDHq4XJZC0dHhO,Hoja En Blanco,Monchy & Alexandra,latin,tropical,es,1,latin,5
0wdKiSBUT7aZkXUIdJWcwC,2 Phones,Kevin Gates,rap,hip hop,en,4,rap,0
0WdtoSPuxXXdFzb7VqmbyT,Zun Da Da,Zion,latin,reggaeton,es,1,latin,4
0weAUscowxeqDtpCgtbpgp,Gettin' Jiggy Wit It,Will Smith,pop,dance pop,en,2,pop,5
0WEcGzNZSNl43NbyaSbmon,Visions,So Below,pop,indie poptimism,en,2,pop,1
0WeF2Avp91o78EiEfxHPrw,Flashlight - Original Mix,R3HAB,edm,electro house,es,0,edm,3
0WEgOlUCB9nHPsoD8Ae4Zz,The Voices,dreamEater,rap,trap,en,4,rap,1
0wErDMQQMhwO1DTbE6kpkt,goodbye,updog,pop,electropop,en,2,pop,5
0WEv09ugUmm35vJ8mGDepn,Hoy,Morbo,pop,electropop,es,2,pop,3
0WEVf4RhIrcr3S3ULBrt0T,LIKE I WOULD,ZAYN,edm,pop edm,en,0,edm,1
0WFgtxiLNr99YaoSdYR3Ud,Honda Civic,The Cratez,rap,hip hop,de,4,rap,4
0WfKDYeUAoLA3vdvLKKWMW,Poker Face,Lady Gaga,pop,dance pop,en,2,pop,5
0wFmawqundY8rOn9sZUqA6,Midsummer Madness,88rising,r&b,urban contemporary,en,3,r&b,2
0wGFNHfPbknx9LAt8Nj8FE,I Bet My Life - Alex Adair Remix,Imagine Dragons,pop,indie poptimism,en,2,pop,4
0wiBYsf6AMo2oIMIubtqOT,Platinum Plus,Big L,rap,gangster rap,en,4,rap,4
0wjo8DmCAqZ1q3lVLCyrRG,Marathon,Raheem DeVaughn,r&b,neo soul,en,3,r&b,2
0wJoRiX5K5BxlqZTolB2LD,Purple Haze,Jimi Hendrix,rock,album rock,en,5,rock,3
0Wk1soCBUANdaVPHMOYBQt,Malas Intenciones,Tharyk,latin,reggaeton,es,1,latin,5
0wkDejER7XronJnXzY98w4,Maldito Alcohol,Pitbull,latin,reggaeton,es,1,latin,4
0wkQ1NGp0D1QjC59vmbYNY,Youth Gone Wild,Skid Row,rock,hard rock,en,5,rock,5
0WKYRFtH6KKbaNWjsxqm70,Gin And Juice (feat. Dat Nigga Daz),Snoop Dogg,rap,southern hip hop,en,4,rap,1
0wmzw4EVXp2XrOC47r6IOK,Hasta Morir,Caifanes,rock,album rock,es,5,rock,2
0WNGPpmWqzPnk0psUhJ3SX,All the Young Dudes,Mott The Hoople,rock,classic rock,en,5,rock,1
0WnVjkW8k8Zo37JAI7K8zF,Secret,Orchestral Manoeuvres In The Dark,rock,permanent wave,en,5,rock,5
0woHVOh3KXLSDv8VU9XwZ4,Suena El Dembow,Joey Montana,latin,latin pop,es,1,latin,5
0wokCRaKD0zPNhMRXAgVsr,Ordinary World,Duran Duran,rock,permanent wave,en,5,rock,3
0wq6vHsbuRAxJPX6Rm2Oes,Too Soft,6ixbuzz,rap,hip hop,en,4,rap,0
0WQ88kAxG3KTcGJAJzCF8j,Roses,Pacific Air,pop,indie poptimism,en,2,pop,5
0WQbCSbujb6bSPVENrWYrl,Stop,Justice,pop,indie poptimism,en,2,pop,1
0WqfoaxUvOhkOcUYv0rtLx,Black & White,Rudy Mancuso,r&b,hip pop,en,3,r&b,1
0WQiDwKJclirSYG9v5tayI,There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,rock,permanent wave,en,5,rock,5
0wQwka6aD8i7gyhpGFNHLm,Bombs Away,Charlotte Gainsbourg,pop,electropop,en,2,pop,5
0WrrIkbhC2H4WRqxqY1Xot,Sail,DevilDriver,rock,hard rock,en,5,rock,1
0WrZxwjIBUL0VNN0AAblBQ,Given Up,Linkin Park,rock,hard rock,en,5,rock,5
0Ws3ORFcdtgqA3FITquhQ7,george,Arlo Parks,r&b,hip pop,en,3,r&b,2
0wT0uzGiU6KlN83RLtLS7g,Punishment,Man Overboard,pop,post-teen pop,en,2,pop,1
0WuibCj8uDcWgQ9oYWXUXS,DULCE,GAWVI,latin,latin hip hop,es,1,latin,1
0Wv5wuenRLI3BcwgT3HPIP,A Different Way (with Lauv),DJ Snake,pop,electropop,en,2,pop,5
0WVAQaxrT0wsGEG4BCVSn2,Born To Be Yours,Kygo,pop,dance pop,en,2,pop,5
0wwPcA6wtMf6HUMpIRdeP7,Hotline Bling,Drake,edm,pop edm,en,0,edm,5
0wXuerDYiBnERgIpbb3JBR,Redbone,Childish Gambino,r&b,hip pop,en,3,r&b,2
0wxwXyrJYHyGUKlBaCIhgp,Squeeze,Ghostemane,rap,gangster rap,en,4,rap,0
0wyr5AIL1aSrzL0Bb7zTU4,Rain,Status Quo,rock,hard rock,en,5,rock,3
0wzABO1igQsSy8cQ7dIeHK,Paint It Black,The Rolling Stones,rock,classic rock,en,5,rock,1
0WZqP2WahJbKURqUK3fBPk,Eternamente Bella,Alejandra Guzman,latin,latin pop,es,1,latin,5
0wzRcekWyVCSyPtlPOeJau,Go With The Flow,Queens of the Stone Age,rock,permanent wave,en,5,rock,1
0WZVGXO8FYpK8v1IDxlOyE,A Sky Full of Stars - Hardwell Remix,Coldplay,edm,progressive electro house,en,0,edm,1
0X1sqQ652p1sceKM2nJlIJ,Runaway,Bon Jovi,rock,classic rock,en,5,rock,1
0x4GHzCjY5MGQ960CHnVHz,In My Blood,The Veronicas,pop,post-teen pop,en,2,pop,1
0X5C4WjQNubRysTkHOubz3,Lovesong,The Cure,rock,permanent wave,en,5,rock,3
0X5p2uVpPIbHIMzyH7ky3V,Not Your Birthday,Allstar Weekend,pop,post-teen pop,en,2,pop,5
0x6p8igMmoAmVcny8uyVbk,Greed Hate Envy,Nelly,rap,southern hip hop,en,4,rap,4
0x6sp8GeimTiAUVGkp3ZGv,Little Wing,Jimi Hendrix,rock,hard rock,en,5,rock,5
0X8bb1DGPPvrek9OnLJ4Cv,Life's Good,Ehennuhsen,r&b,neo soul,en,3,r&b,0
0X8DcetL926BYiPJYstJTc,Lucid Dreams,Juice WRLD,rap,trap,en,4,rap,2
0x9HPHvbIAySJlZU00cmNp,Crept and We Came,Bone Thugs-N-Harmony,rap,southern hip hop,en,4,rap,4
0xcF2mC6MktbXOT7kRiXoF,You'll Never Find Me,Korn,rock,hard rock,en,5,rock,3
0XdC2dBoSx4eWLI1EsZKSx,Who Is Ready To Jump - Original Club Mix,Chuckie,edm,progressive electro house,en,0,edm,1
0XeSTQIu2LqnAKdOigQUtT,Clandestino (feat. Calypso Rose),Manu Chao,latin,tropical,es,1,latin,4
0XFZjhpSKttg8UIA1LEge3,The Violence - Sikdope Remix,Asking Alexandria,edm,electro house,en,0,edm,1
0XG1n8UW24tmBGxu0B7E7E,Swag I Skogen,De Vet Du,edm,big room,sv,0,edm,0
0xgcD5kQFrPbQQrzVYqw6h,End Of The Road,Boyz II Men,r&b,new jack swing,en,3,r&b,5
0XgpiStoxq1IJncYlPrvZ5,Runnin',The Pharcyde,rap,southern hip hop,en,4,rap,4
0xHgclG2TeqIzB8N3Wb5rP,HIT,SEVENTEEN,pop,dance pop,en,2,pop,4
0XHGKdViVybbZKqEZ2tXqV,Beds Are Burning,Midnight Oil,rock,permanent wave,en,5,rock,2
0XHt0UmBzFJy1KKigTZ0tN,Complicated,Nivea,r&b,urban contemporary,en,3,r&b,4
0XHWClSz0v6RIaRSGqJH3X,Smoke on the Water,Deep Purple,rock,hard rock,en,5,rock,3
0xHxeH4QTqlfNrQvczkoTA,I Can't Explain - Stereo Version,The Who,rock,permanent wave,en,5,rock,5
0XIsaklmegqPEdOr38DVEt,clickbait,Logic,rap,hip hop,en,4,rap,4
0xiuSFBOEHWaJ6rSuUbJWc,Charlene,Anthony Hamilton,r&b,new jack swing,en,3,r&b,0
0XIvZ82aDF7JiSi3ZE320u,Rock You Like A Hurricane,Scorpions,pop,post-teen pop,en,2,pop,5
0xJLcjd0gaZct43xG1UlXS,Butterflies and Hurricanes,Muse,rock,permanent wave,en,5,rock,3
0XKcJLESp7Ce0NlzXcKAFs,Hookah,Tyga,rap,gangster rap,en,4,rap,0
0xLb9aKxyObbRgMnfW7bvB,emotion,lovelytheband,pop,indie poptimism,en,2,pop,5
0xM6mdl0XX2qOqUZmVUp97,Cool Again,Shoffy,pop,indie poptimism,en,2,pop,4
0xM88xobymkMgg46MStfnV,Hey There Delilah,Plain White T's,rock,album rock,en,5,rock,2
0xMd5bcWTbyXS7wPrBtZA6,Burn,Ellie Goulding,pop,post-teen pop,en,2,pop,5
0XMeekgnEZDoieio8IysUS,Perfect,Topic,edm,pop edm,en,0,edm,1
0XmigPQY1jq9GxHK4kW6uk,Stress ohne Grund (feat. Bushido),Shindy,rap,gangster rap,de,4,rap,0
0XmTCQWHgf6dOXJeLjXrzr,Lately,Tyrese,r&b,new jack swing,en,3,r&b,5
0XO1KK7qiUGVK8t3FZdM4w,PAY ME BACK!,ILIRA,pop,dance pop,en,2,pop,5
0xORFaXxl07BtES8IAJ7OD,Youuu,COIN,pop,indie poptimism,en,2,pop,5
0xOsIqxmLswEsKFGLwE5c5,Love Game,Eminem,pop,post-teen pop,en,2,pop,1
0xpBr84T3FTm9j4D1MdPtk,Invisible Touch - 2007 Remaster,Genesis,rock,album rock,en,5,rock,5
0xpc0CPl0kAawaoe2Aq8st,Day 2 Day,Jay Portal,rap,gangster rap,en,4,rap,0
0XpEoWpZqlQpGFYZXDU2Hj,Sacrifices,Drake,rap,southern hip hop,en,4,rap,0
0XPZzPRsYxxsVQCQYb6IEH,"Motownphilly - 12"" Dub",Boyz II Men,r&b,new jack swing,en,3,r&b,5
0xr8RB4uOrqbmpndeoC7rO,Close - Brooks Remix,IZECOLD,edm,electro house,en,0,edm,1
0xrdEQUNJlQEidMI3GZ3UC,Es Por Ti - MTV Unplugged,Juanes,latin,latin pop,es,1,latin,2
0XRjftXFxSo0ZEC0ZdSxWQ,ATTENTION ATTENTION,Shinedown,rock,hard rock,en,5,rock,1
0xRrshu5CURGo859MmCvWf,Walk Away,LANY,pop,indie poptimism,en,2,pop,2
0xsAtU9TemtJgyVnlDNWo3,La Bebe,"Secreto ""El Famoso Biberon""",latin,latin hip hop,es,1,latin,5
0xtIp0lgccN85GfGOekS5L,Yes I'm Changing,Tame Impala,rock,permanent wave,en,5,rock,1
0XtnjngdyPgVxb9qXBUeJh,Alive,Dabin,pop,indie poptimism,en,2,pop,3
0XUfyU2QviPAs6bxSpXYG4,Yeah!,Usher,latin,latin hip hop,en,1,latin,5
0XUHYxHOOctkSXReILAaJV,This Way (Khalid x H.E.R.),Khalid,r&b,neo soul,en,3,r&b,2
0xuXRQJfxmdP6gvfDe2Z4L,Just Can't Get Enough - 2006 Remaster,Depeche Mode,rock,permanent wave,en,5,rock,5
0XvhJ9pxAXvV2B47JIZlEd,Crazy,TRFN,edm,electro house,en,0,edm,3
0XVikcHfkoBvJ5ZU8xQBWn,Come and Get Your Love - Radio Edit,Real McCoy,pop,dance pop,en,2,pop,5
0Xw5EEK6BaSnb6GjIzDdXy,Weak - Radio Edit,SWV,r&b,new jack swing,en,3,r&b,5
0Xw5Jg9aFglPqfH163thrA,Tell Me,Krept & Konan,r&b,urban contemporary,en,3,r&b,0
0xWRZHmgpe4iGNnxV96xZj,Changes,Imagination,edm,progressive electro house,en,0,edm,2
0XWUWw7ovSHf1YFuwH3GVD,Friedhof der Kuscheltiere,Manuellsen,rap,gangster rap,de,4,rap,0
0xycFQK4tNdLoM9DFE7TSn,Ophelia - Remastered 2000,The Band,rock,classic rock,en,5,rock,4
0XYvHhtD8ONs8Kqzx7D1On,Touch,Great Good Fine Ok,pop,indie poptimism,en,2,pop,5
0xZ7C5VZhuXUYz5NWQ8tuL,Feel Again - Thomas Gold Club Mix,OneRepublic,edm,progressive electro house,en,0,edm,3
0xzgKue9yMCG1K7fj30xIx,Coming 2 America,Ludacris,rap,southern hip hop,en,4,rap,0
0XzkemXSiXJa7VgDFPfU4S,Blurred Lines,Robin Thicke,pop,post-teen pop,en,2,pop,5
0xZNXAlGkRrBm9yi4xJHGi,Cruel World,Seeb,latin,tropical,en,1,latin,1
0xzvSNWTKvQGKzLRPqxx8E,Imperfect Circle,Jorja Smith,r&b,neo soul,en,3,r&b,1
0Y0JVqSlj8J512B5kjKekP,Back to Me,Moonchild,r&b,neo soul,en,3,r&b,0
0y1QJc3SJVPKJ1OvFmFqe6,Way Down We Go,KALEO,pop,electropop,en,2,pop,2
0Y2SrByf4G3kbq2nBEHQRn,Spirit in the Sky,Norman Greenbaum,rock,album rock,en,5,rock,5
0Y4hwUppbGc8aIBmiTz30A,Familiar,Liam Payne,latin,latin hip hop,en,1,latin,4
0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,WILLOW,r&b,neo soul,en,3,r&b,5
0y675KDleCZEudjoeL1sQQ,Feelings,Lauv,pop,post-teen pop,en,2,pop,5
0Y7P1DRouegcZG4IPiEzbh,Come Through,Sydney Yungins,rap,hip hop,en,4,rap,4
0yac0FPhLRH9i9lOng3f81,Everybody's Changing,Keane,rock,permanent wave,en,5,rock,5
0YammaEkYSeo9vQYZ1OwS6,Say My Name,David Guetta,pop,dance pop,en,2,pop,4
0yaMn1bb6b5gJwR3eVudOK,We The People,Colt Ford,rap,southern hip hop,en,4,rap,5
0yBNB2Ba5Wdh2YDIVqZJTW,Your Love,Alamid,rock,classic rock,en,5,rock,2
0ycFQvBTfuo1LCdG0HhszL,Tattoos Together,Lauv,r&b,hip pop,en,3,r&b,4
0ycpLQhbAdpRXKBhrXEYm0,Without Love (feat. Miss Palmer),Deorro,edm,big room,en,0,edm,3
0yd0NF2DaG04KLqJT5LLV2,Detroit Rock City,KISS,rock,classic rock,en,5,rock,5
0Ye1olMyvB2rLjZ4vlYVWI,Closer - R3hab Remix,The Chainsmokers,edm,pop edm,en,0,edm,5
0yelbFU0gJpmEOxJVahtD7,Sober Thoughts - Chris McClenney Remix,GoldLink,r&b,neo soul,en,3,r&b,0
0YEsfwQpG7ofdIiHWA0dHi,All I Ever Need,Austin Mahone,pop,post-teen pop,en,2,pop,5
0YeZCdHQDDV8DEA9oXwi6K,The Old Days (feat. Justin Adams),Upchurch,rap,southern hip hop,en,4,rap,5
0yf6ORR6kV4iEn6T78XKbZ,Wrong Side of da Tracks,Artifacts,rap,southern hip hop,en,4,rap,4
0yfNXxlyXdmP0ue1iJijx1,Come Undone,Duran Duran,rock,permanent wave,en,5,rock,1
0yFvWTLs3iIwDbc91noXGT,GRoCERIES,Chance the Rapper,rap,hip hop,en,4,rap,4
0YHBvFhfCJHyP5qfgtiX1o,Just in Case,Jaheim,r&b,neo soul,en,3,r&b,5
0YHI5hydPPth6J5UOzdLDX,Lay Low,Snoop Dogg,r&b,new jack swing,en,3,r&b,4
0YI4wdf0gMuM3CgzrRslur,White Man - Remastered 2011,Queen,rock,album rock,en,5,rock,1
0YImOCkIJ2PWhCXaURCZnY,I Know What You Want (feat. Flipmode Squad),Busta Rhymes,rap,gangster rap,en,4,rap,1
0yIywEquxORnu1dR0WYsdN,Love Me,Justin Bieber,latin,latin hip hop,en,1,latin,5
0yJhNVWztLIG6dFYi9aSg3,Shoulder Lean,Young Dro,rap,southern hip hop,en,4,rap,4
0yjsqPohhEH9engTAwqWYR,Sticky Situation,anders,rap,hip hop,en,4,rap,0
0Yk6Xgk1Do6fAJWydT1dI6,State Of The World,Janet Jackson,r&b,new jack swing,en,3,r&b,5
0YK7uBYSa7ereS84nm9ElY,Disappointment,The Cranberries,rock,album rock,en,5,rock,2
0Yk9pUjag0vNBww57XrzST,Strangers In The Wind,Cut Copy,pop,electropop,en,2,pop,1
0YkJU6TjjwzsVXUPRIO0DB,Make Me Better,Fabolous,rap,hip hop,en,4,rap,5
0yKXxMgfRpYzVeIbPZss5B,Here,Alessia Cara,r&b,neo soul,en,3,r&b,1
0YL8rCxASTV9uBE9Sur0Ag,Shower Me With Your Love,Surface,r&b,new jack swing,en,3,r&b,2
0ymgsfrjrE4jEjbbWxgmem,Accelerator,Ephwurd,edm,electro house,en,0,edm,3
0ymLvEYKBKRlJbGwAZhOqg,I Like,Kut Klose,r&b,new jack swing,en,3,r&b,5
0yNCFwihschpOwSgK31f2O,Hit Me Off,New Edition,r&b,new jack swing,en,3,r&b,4
0yndiszlOMgxOu3y2vKZvB,We Got Our Own Thang,Heavy D & The Boyz,r&b,new jack swing,en,3,r&b,4
0yNT55PxVoLMHb75JaF2s0,Na Onda,Orochi,rap,trap,pt,4,rap,2
0Yo6IZJ5e4DJFKxlVPtzma,Paisaje Japonés,Mon Laferte,latin,latin pop,es,1,latin,2
0yomhqoETEC3360pML8nEx,Woman of the Ghetto - Akshin Alizadeh Remix,Marlena Shaw,r&b,neo soul,en,3,r&b,3
0YonII18xBlXaIEy2wd4mh,Stay My Baby,Miranda Cosgrove,pop,post-teen pop,en,2,pop,1
0yonyImAyAHooQ12SxdHaU,Ready For Love,India.Arie,r&b,neo soul,en,3,r&b,2
0YoquWDxpwAq8jFPj3K8wp,Original (from Dolittle),Sia,r&b,hip pop,en,3,r&b,5
0YOVFzGazR21xDobJvGkxx,Stranger In My House,Ronnie Milsap,rock,hard rock,en,5,rock,5
0yqcmfdOv3RuDXKaloCKxY,Sweet Child O' Mine - Live In Paris / 1992,Guns N' Roses,rock,album rock,en,5,rock,1
0YSBpDBrLyip567LPKSgAL,Bark at the Moon,Ozzy Osbourne,rock,hard rock,en,5,rock,1
0YsNWdVVmu2fTq8iRNIePT,"Lean Wit It, Rock Wit It - feat. Peanut & Charlay",Dem Franchize Boyz,rap,southern hip hop,en,4,rap,4
0yTJtxZJ5VLfBEHhiNUNeY,Silvertongue,Young the Giant,pop,indie poptimism,en,2,pop,1
0yTlrnue3pJTJd7h7d43mk,Half Your Age,Joywave,pop,indie poptimism,en,2,pop,1
0YtPUj1uKaCccyr4ubrX3K,Glow Up,Meek Mill,rap,southern hip hop,en,4,rap,5
0Ytt4H5qlnmqJMHhJ8YI13,Sixteen,Rick Ross,rap,southern hip hop,en,4,rap,3
0YTXcXihG2qpxb3U3LbPfc,Rich (feat. D Block Europe & Offset),The Plug,r&b,urban contemporary,en,3,r&b,4
0yTzy8hWBrN0rLlM7oUF7L,Snatch,Bassjackers,edm,big room,en,0,edm,5
0YU17F0BlVXvmx5ytsR43w,Monster,LUM!X,edm,big room,en,0,edm,0
0YUrjFy4qFKOO5NhM9tYdV,Locked Up,Akon,rap,hip hop,en,4,rap,5
